"","Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","Area_Of_Wilderness","Soil_Type","Cover_Type"
"8674",1.156,-0.369,-0.532,-0.444,-0.638,0.011,0.926,0.396,-0.438,0.369,3,32,1
"8675",1.172,-0.515,-1.124,0.132,0.554,1.319,0.631,0.528,-0.089,-0.718,3,32,1
"8676",0.145,-0.506,-0.887,-0.939,-0.883,0.163,0.73,0.396,-0.242,0.844,3,17,5
"8677",0.143,0.457,0.177,-0.248,-0.328,0.155,-0.252,1.536,0.935,0.628,3,26,2
"8678",0.09,0.684,-0.532,0.723,-0.409,0.103,-0.383,1.405,1.109,0.511,3,17,5
"8679",-0.235,-0.342,0.296,-0.939,-0.687,0.396,1.188,0.045,-0.939,0.92,3,4,6
"8680",-0.262,-1.414,-0.532,-1.081,-0.834,0.423,-0.318,-0.086,0.368,0.918,3,17,6
"8681",-0.226,1.638,1.242,-0.225,-0.116,0.2,-2.052,-1.226,0.826,0.937,3,24,6
"8682",-0.154,1.602,1.833,-0.125,0.374,0.112,-2.673,-1.665,0.957,0.954,3,10,6
"8683",0.751,1.411,-0.414,1.632,0.244,0.742,-0.907,0.484,1.087,-0.326,3,32,1
"8684",1.486,-0.806,-1.361,1.208,-0.05,-0.365,0.402,0.484,0.085,0.836,3,32,7
"8685",1.141,0.303,0.65,-0.125,0.407,0.6,0.042,1.361,0.521,-0.343,3,33,1
"8686",1.057,-1.051,-0.296,-0.082,-0.23,1.127,0.271,-0.481,-0.351,-0.587,3,32,1
"8687",1.378,1.402,0.414,3.874,2.677,-0.184,-1.594,0.133,1.349,1.221,3,31,1
"8688",1.069,-0.815,-1.124,1.646,1.044,-0.207,0.5,0.308,-0.067,1.785,3,33,1
"8689",0.109,-0.142,-1.597,-1.081,-0.834,0.151,0.37,0.835,0.325,0.749,3,17,5
"8690",0.107,0.057,-1.242,-0.939,-0.867,0.147,0.435,1.01,0.303,0.737,3,17,5
"8691",0.205,0.339,0.414,-0.215,0.097,0.134,0.01,1.449,0.652,0.597,3,13,2
"8692",0.315,0.784,-0.651,1.027,1.485,0.066,-0.448,1.317,1.153,0.537,3,13,5
"8693",-0.202,1.52,0.177,-0.677,-0.295,0.416,-1.299,-0.042,1.066,0.89,3,10,6
"8694",-0.192,-1.16,-0.532,-0.567,-0.197,0.394,0.108,-0.218,-0.046,0.891,3,10,6
"8695",-0.077,1.638,1.36,0.137,0.897,0.063,-2.117,-1.314,0.826,0.937,3,10,6
"8696",1.378,1.747,0.414,0.546,0.178,-0.412,-1.07,-0.656,0.521,-0.73,1,38,1
"8697",1.079,-1.196,1.005,0.799,1.191,-0.565,-0.448,-1.753,-0.634,-0.496,1,22,1
"8698",1.06,1.52,-1.006,0.589,-0.524,-0.103,-0.416,0.528,0.782,-1.258,3,23,1
"8699",1.496,-0.86,-1.479,1.241,-0.263,-0.343,0.337,0.572,0.216,0.814,3,32,7
"8700",1.232,0.439,-0.178,1.541,1.942,1.214,-0.088,1.493,0.848,-0.718,3,32,1
"8701",0.169,-1.178,-0.651,-0.653,-0.818,0.106,0.075,-0.086,0.042,0.934,3,26,2
"8702",0.109,-0.606,-1.242,-1.081,-0.834,0.128,0.533,0.528,0.02,0.774,3,17,5
"8703",0.287,0.103,0.65,0.965,1.844,0.042,0.599,1.01,-0.089,0.565,3,4,5
"8704",-0.178,-1.078,-0.178,-0.477,-0.132,0.389,0.173,-0.612,-0.372,0.864,3,10,6
"8705",-0.101,1.584,1.478,0.094,0.734,0.124,-2.379,-1.226,1.044,0.895,3,10,6
"8706",1.364,1.72,0.296,0.132,-0.36,-0.348,-1.103,-0.612,0.586,-0.621,1,38,1
"8707",1.481,-0.624,-1.242,1.061,-0.083,-0.319,0.533,0.484,-0.002,0.873,3,32,7
"8708",1.002,0.248,0.65,-0.939,-0.654,0.403,0.206,1.317,0.368,-0.064,3,23,1
"8709",1.105,0.33,1.597,0.137,0.472,0.762,-0.383,1.229,0.543,-0.447,3,33,1
"8710",0.433,-1.232,0.296,0.999,-0.034,0.101,-0.252,-0.963,-0.242,1.404,3,33,2
"8711",0.181,-1.16,-0.651,-0.51,-0.736,0.084,0.108,-0.13,-0.024,0.956,3,26,2
"8712",0.071,0.857,-0.059,0.323,-0.426,0.035,-0.939,1.317,1.458,0.593,3,17,5
"8713",0.224,0.612,0.65,0.642,0.864,0.023,-0.874,1.536,1.371,0.59,3,13,5
"8714",0.243,0.503,0.769,0.708,0.995,0.021,-0.645,1.536,1.131,0.591,3,13,5
"8715",-0.226,-0.106,-0.532,-0.939,-0.785,0.276,0.795,0.835,-0.111,0.849,3,17,6
"8716",-0.235,-0.215,-1.006,-0.939,-0.785,0.289,0.664,0.747,-0.002,0.846,3,17,6
"8717",-0.195,1.747,0.059,0.07,-0.263,0.296,-0.874,-0.437,0.521,0.842,3,24,6
"8718",1.144,-1.142,0.887,1.08,1.632,-0.605,-0.219,-1.709,-0.765,-0.462,1,22,1
"8719",0.346,-0.76,-0.414,0.832,-0.05,0.049,0.73,-0.262,-0.612,1.274,3,26,2
"8720",0.133,0.929,1.242,0.347,0.113,0.007,-2.183,1.054,2.046,0.618,3,13,5
"8721",0.224,0.294,0.887,0.661,1.06,-0.002,0.01,1.317,0.477,0.619,3,4,5
"8722",-0.147,-0.097,-0.532,-0.567,-0.524,0.106,0.762,0.835,-0.089,0.789,3,10,2
"8723",-0.228,1.683,-0.178,-0.939,-0.736,0.296,-0.841,-0.174,0.695,0.814,3,10,6
"8724",-0.171,-1.014,0.887,-0.168,-0.099,0.35,0.173,-1.753,-1.135,0.81,3,10,6
"8725",0.78,0.966,-0.651,1.86,-0.769,0.754,-0.677,1.186,1.262,-0.368,3,32,1
"8726",1.057,0.375,-0.887,0.965,-0.54,-0.048,0.141,1.273,0.652,-1.201,3,23,1
"8727",1.491,-0.678,-1.124,1.208,-0.018,-0.275,0.566,0.396,-0.067,0.857,3,32,7
"8728",1.469,-0.606,-1.479,0.78,-0.165,-0.276,0.435,0.615,0.172,0.937,3,38,7
"8729",1.045,-0.542,0.059,0.494,-0.312,1.045,1.089,-0.305,-1.004,-0.466,3,32,2
"8730",0.679,-0.033,-1.479,-0.939,-0.834,0.687,0.402,0.922,0.325,-0.13,3,23,2
"8731",1.045,0.021,-0.414,0.642,-0.736,0.213,0.664,1.01,0.042,0.371,3,33,1
"8732",0.152,0.83,0.296,0.275,0.374,-0.018,-1.168,1.361,1.61,0.644,3,13,5
"8733",0.186,0.321,0.177,0.461,0.799,-0.024,0.108,1.405,0.608,0.645,3,4,5
"8734",-0.235,1.42,-1.006,-0.939,-0.834,0.251,-0.448,0.659,0.87,0.792,3,10,6
"8735",-0.12,1.62,0.532,0.489,0.603,0.217,-1.463,-0.525,0.891,0.794,3,10,6
"8736",-0.008,1.429,0.177,0.546,1.37,0.088,-1.43,0.177,1.262,0.819,3,10,6
"8737",1.227,-1.178,-0.532,1.665,2.203,-0.706,0.075,-0.218,-0.024,-0.56,1,22,1
"8738",1.206,-1.36,-0.651,-0.491,-0.426,-0.137,-0.187,-0.042,0.281,-0.598,3,38,1
"8739",0.844,0.884,1.715,-0.082,0.325,0.503,-2.477,1.01,2.133,0.086,3,33,2
"8740",0.27,-1.096,-0.651,0.237,-0.132,-0.002,0.206,-0.13,-0.089,1.147,3,26,2
"8741",0.073,-0.969,-1.006,-0.882,-0.752,0.029,0.37,0.177,-0.024,0.84,3,26,5
"8742",0.121,0.948,0.769,0.094,0.162,-0.039,-1.79,1.142,1.872,0.673,3,13,5
"8743",-0.19,1.456,0.532,-0.763,-0.524,0.26,-1.757,-0.13,1.305,0.76,3,10,6
"8744",-0.168,1.475,0.769,-0.677,-0.393,0.273,-1.921,-0.305,1.305,0.758,3,10,6
"8745",-0.094,-0.996,0.65,-0.072,0.244,0.355,0.271,-1.49,-1.048,0.754,3,10,6
"8746",-0.132,1.656,0.414,0.237,0.162,0.291,-1.299,-0.525,0.782,0.758,3,10,6
"8747",-0.123,1.683,0.414,0.332,0.244,0.27,-1.266,-0.612,0.717,0.76,3,10,6
"8748",-0.015,1.347,0.414,0.656,1.321,0.104,-1.659,0.265,1.458,0.787,3,10,6
"8749",0.701,0.648,-1.124,1.103,0.734,1.025,-0.088,1.229,0.848,-0.406,3,32,2
"8750",0.071,1.602,-1.715,-0.939,-0.801,-0.002,0.042,0.747,0.543,0.817,3,17,5
"8751",0.085,0.984,0.887,-0.072,-0.083,-0.057,-1.986,1.01,1.959,0.701,3,13,5
"8752",0.14,0.875,0.059,0.004,0.489,-0.063,-1.07,1.317,1.523,0.699,3,13,5
"8753",0.157,0.675,-0.769,0.07,0.603,-0.066,-0.252,1.317,1,0.699,3,13,5
"8754",-0.125,1.447,0.414,-0.491,-0.099,0.269,-1.659,-0.042,1.284,0.729,3,10,6
"8755",-0.106,1.447,0.296,-0.444,0.097,0.284,-1.528,0.045,1.262,0.728,3,10,6
"8756",-0.037,1.52,0.177,0.775,1.174,0.137,-1.332,-0.042,1.066,0.752,3,10,6
"8757",1.168,1.656,0.414,0.642,-0.246,-0.063,-1.234,-0.481,0.761,-0.965,3,31,1
"8758",1.498,-0.479,-1.479,1.413,0.031,-0.207,0.435,0.659,0.172,0.849,3,32,7
"8759",1.034,-0.024,1.715,0.908,0.962,1.367,0.828,0.221,-0.982,-0.548,3,33,2
"8760",0.959,0.03,0.887,0.489,-0.654,0.1,0.795,0.791,-0.416,0.494,3,33,1
"8761",0.94,0.802,-0.178,-0.367,-0.312,-0.151,-0.776,1.405,1.371,0.756,3,33,1
"8762",0.064,-0.469,-1.597,-0.882,-0.867,-0.026,0.37,0.747,0.259,0.818,3,17,5
"8763",0.083,0.975,0.769,-0.215,-0.099,-0.08,-1.823,1.098,1.894,0.728,3,13,5
"8764",-0.166,1.529,0.769,-0.567,-0.295,0.21,-1.823,-0.481,1.153,0.708,3,10,6
"8765",-0.092,1.82,0.414,0.332,0.26,0.297,-0.939,-0.832,0.325,0.702,3,10,6
"8766",1.359,0.23,1.242,-0.053,-0.067,-0.414,0.141,1.142,0.194,-0.479,1,22,1
"8767",0.832,0.911,-0.059,0.656,-0.997,0.632,-1.07,1.273,1.523,-0.616,3,32,1
"8768",1.457,1.338,-1.124,0.347,-0.067,-0.17,-0.416,0.747,0.891,0.437,3,32,1
"8769",1.115,-1.223,0.887,-0.353,0.08,0.404,-0.481,-1.621,-0.525,0.116,3,24,1
"8770",1.062,0.285,-0.296,1.061,-0.197,1.07,0.271,1.361,0.521,-0.41,3,32,1
"8771",0.907,0.076,0.887,0.213,-0.981,0.051,0.664,0.879,-0.263,0.544,3,33,1
"8772",1.287,1.257,-0.178,2.774,2.056,-0.355,-1.201,0.703,1.371,1.2,3,32,1
"8773",1.359,1.484,-0.651,3.345,2.546,-0.365,-0.71,0.44,0.935,1.284,3,32,1
"8774",0.555,-0.851,-0.532,1.898,0.799,-0.018,0.566,-0.13,-0.394,1.283,3,33,2
"8775",-0.082,1.456,-0.178,-0.177,0.211,0.249,-1.136,0.265,1.109,0.674,3,10,6
"8776",-0.039,1.629,0.65,0.637,0.652,0.246,-1.528,-0.656,0.848,0.678,3,10,6
"8777",0.004,1.683,-0.414,0.708,0.08,0.119,-0.645,0.045,0.673,0.698,3,10,6
"8778",1.294,0.503,-0.532,0.585,0.211,-0.039,-0.088,1.405,0.891,-0.822,3,31,1
"8779",1.026,-0.515,0.177,1.208,-0.442,0.998,1.089,-0.262,-1.004,-0.348,3,32,2
"8780",0.761,-0.869,-0.414,1.627,-0.948,-0.189,0.566,-0.305,-0.503,1.325,3,33,2
"8781",-0.077,1.511,0.059,-0.125,0.276,0.217,-1.201,0.089,1.066,0.647,3,10,6
"8782",-0.039,1.702,0.296,0.532,0.538,0.281,-1.103,-0.525,0.652,0.647,3,10,6
"8783",1.452,0.412,0.887,1.151,1.615,-0.7,-0.383,1.493,0.87,-0.598,1,22,1
"8784",1.512,-1.423,-1.479,1.061,-0.018,-0.139,0.042,0.572,0.456,0.688,3,32,1
"8785",1.503,-0.606,-1.479,1.551,-0.214,-0.139,0.435,0.615,0.172,0.818,3,32,7
"8786",0.061,-1.123,0.177,-0.763,-0.524,-0.093,0.01,-0.963,-0.481,0.863,3,10,2
"8787",-0.032,0.076,-0.532,-0.763,-0.867,-0.135,0.566,1.098,0.172,0.814,3,17,5
"8788",-0.087,1.429,0.296,-0.125,0.244,0.171,-1.528,0.133,1.284,0.624,3,10,6
"8789",0.009,1.565,0.059,0.842,0.913,0.232,-1.136,-0.042,0.957,0.624,3,10,6
"8790",0.038,1.52,-0.414,1.042,1.174,0.189,-0.808,0.308,0.935,0.629,3,10,6
"8791",0.03,-1.078,-1.361,0.723,0.26,0.125,0.239,0.396,0.194,0.64,3,10,6
"8792",1.503,-0.542,-1.479,1.646,-0.214,-0.116,0.435,0.659,0.172,0.826,3,32,7
"8793",0.959,0.775,0.177,0.204,-0.181,-0.276,-1.037,1.449,1.523,0.91,3,33,1
"8794",-0.097,1.257,0.296,-0.044,0.113,0.139,-1.626,0.528,1.567,0.599,3,10,6
"8795",0.902,0.711,-0.769,-0.125,-1.03,0.58,-0.318,1.317,1.044,-0.796,3,32,1
"8796",1.151,1.556,-0.178,1.946,-0.197,0.106,-1.005,0.089,0.957,-0.991,3,23,1
"8797",1.239,1.593,-0.651,0.723,-0.197,0.02,-0.645,0.265,0.804,-0.663,3,31,1
"8798",1.402,1.311,-0.769,0.194,-0.246,-0.026,-0.645,0.747,1.044,0.224,3,32,1
"8799",0.217,-1.369,-0.414,0.546,0.08,-0.099,-0.285,-0.174,0.259,1.103,3,33,2
"8800",-0.053,1.311,0.65,0.137,0.407,0.136,-1.986,0.221,1.632,0.57,3,10,6
"8801",-0.034,1.465,0.177,0.194,0.538,0.15,-1.397,0.089,1.175,0.567,3,10,6
"8802",-0.022,1.502,0.177,0.266,0.685,0.165,-1.332,0.002,1.109,0.565,3,10,6
"8803",0.035,1.62,-0.887,1.042,1.076,0.218,-0.416,0.396,0.695,0.57,3,10,6
"8804",1.055,1.792,-0.296,0.456,0.031,0.371,-0.547,-0.174,0.456,-0.8,3,32,1
"8805",1.18,1.538,-0.651,1.603,-0.377,0.085,-0.612,0.396,0.848,-0.897,3,22,1
"8806",1.508,-0.742,-1.361,1.751,-0.099,-0.071,0.435,0.528,0.107,0.817,3,32,7
"8807",0.82,-0.088,0.532,0.513,0.407,0.065,0.991,0.572,-0.612,0.604,3,33,1
"8808",0.983,1.029,0.177,0.494,-0.018,-0.338,-1.332,1.054,1.632,0.987,3,33,1
"8809",-0.08,-1.223,-0.178,0.061,0.129,0.007,-0.121,-0.525,-0.089,0.574,3,10,2
"8810",-0.018,1.438,0.177,0.323,0.652,0.134,-1.43,0.133,1.24,0.54,3,10,6
"8811",0.021,1.683,-0.296,0.513,0.995,0.18,-0.743,-0.042,0.673,0.536,3,10,6
"8812",0.366,-1.314,0.65,-0.477,-0.458,0.651,-0.677,-1.27,-0.155,-0.315,3,33,2
"8813",0.832,-1.36,-0.769,0.908,-1.291,0.724,-0.154,0.045,0.303,-0.752,3,23,1
"8814",1.515,-0.896,-1.479,1.775,0.031,-0.048,0.337,0.484,0.172,0.8,3,38,7
"8815",0.998,-0.978,0.769,-0.367,-0.099,0.741,0.337,-1.533,-1.091,-0.057,3,24,1
"8816",0.945,-0.687,-1.124,0.494,0.293,-0.37,0.566,0.352,-0.133,1.248,3,33,2
"8817",-0.123,1.729,-0.887,-0.939,-0.818,-0.223,-0.35,0.265,0.565,0.749,3,17,5
"8818",-0.125,1.393,-0.178,-0.567,-0.785,-0.149,-1.136,0.44,1.196,0.637,3,17,5
"8819",-0.053,1.347,0.296,-0.444,-0.05,-0.108,-1.594,0.308,1.436,0.602,3,10,5
"8820",-0.025,1.602,-1.242,-0.272,0.064,-0.086,-0.252,0.572,0.652,0.585,3,10,5
"8821",0.459,0.92,-0.769,-0.882,-0.703,0.942,-0.579,1.186,1.175,-0.301,3,23,1
"8822",1.522,-0.905,-1.361,1.808,0.129,-0.026,0.337,0.44,0.151,0.784,3,38,7
"8823",0.641,-0.033,-0.178,-0.272,-0.801,0.633,0.795,0.879,-0.155,0.02,3,33,2
"8824",0.389,-1.014,0.059,1.365,0.685,-0.221,0.304,-0.788,-0.59,1.114,3,33,2
"8825",0.026,1.384,-0.059,0.642,0.848,0.115,-1.234,0.396,1.262,0.484,3,10,6
"8826",1.577,-0.924,-1.006,1.261,0.407,-0.002,0.402,0.177,-0.067,0.643,3,38,7
"8827",0.061,-0.66,0.177,-0.939,-0.785,0.241,0.991,-0.612,-1.07,-0.02,3,13,2
"8828",1.5,1.066,-0.532,0.323,0.162,0.048,-0.776,1.054,1.262,0.432,3,32,1
"8829",1.539,-0.751,-1.006,1.646,-0.132,0.02,0.566,0.308,-0.133,0.779,3,38,7
"8830",0.691,0.793,0.059,-1.081,-0.834,-0.186,-0.939,1.405,1.48,0.839,3,22,1
"8831",0.916,-0.878,-0.769,0.937,0.097,-0.392,0.5,-0.042,-0.285,1.144,3,33,2
"8832",-0.034,1.247,-0.059,-0.072,-0.165,-0.179,-1.234,0.703,1.414,0.533,3,11,5
"8833",-0.015,1.647,-1.479,0.004,0.031,-0.156,-0.088,0.615,0.586,0.515,3,11,5
"8834",-0.015,-1.332,-1.479,0.07,0.162,-0.144,0.075,0.528,0.39,0.507,3,11,5
"8835",1.33,0.929,-1.242,-0.796,-0.769,0.132,-0.219,1.098,0.891,0.207,3,38,1
"8836",0.694,0.203,-0.769,-0.653,-0.916,1.337,0.37,1.186,0.412,-0.247,3,23,1
"8837",0.799,-0.097,1.242,0.351,0.962,0.84,1.057,0.221,-1.004,-0.081,3,33,2
"8838",0.83,-0.86,-0.887,2.232,-0.491,-0.297,0.5,0.089,-0.22,1.055,3,33,2
"8839",-0.068,-1.178,-1.006,-0.939,-0.736,-0.321,0.141,0.177,0.151,0.68,3,11,5
"8840",0.509,-1.123,0.769,0.094,0.08,0.704,-0.121,-1.577,-0.765,-0.186,3,33,2
"8841",0.801,0.748,-0.651,1.042,0.064,0.934,-0.416,1.317,1.109,-0.677,3,32,1
"8842",1.366,-1.378,-0.769,0.908,-0.067,0.199,-0.187,0.045,0.325,-0.177,3,31,1
"8843",1.543,0.893,-0.414,0.437,0.342,0.08,-0.776,1.273,1.349,0.529,3,32,1
"8844",1.558,-0.533,-1.124,1.241,-0.001,0.065,0.599,0.528,-0.067,0.75,3,32,7
"8845",1.548,-0.569,-1.124,1.341,-0.067,0.065,0.599,0.484,-0.067,0.775,3,32,7
"8846",0.794,0.312,0.887,-0.177,0.162,0.983,-0.056,1.361,0.521,-0.132,3,33,2
"8847",-0.058,-1.351,-1.124,-1.081,-0.834,-0.343,-0.023,0.352,0.368,0.656,3,17,5
"8848",-0.104,1.538,-1.361,0.061,-0.622,-0.27,-0.187,0.659,0.673,0.532,3,17,5
"8849",-0.039,1.202,-0.178,0.194,-0.312,-0.229,-1.168,0.791,1.414,0.491,3,11,5
"8850",-0.022,1.184,-0.532,0.213,-0.181,-0.218,-0.874,0.879,1.262,0.481,3,11,5
"8851",1.378,1.029,-0.059,-0.763,-0.556,0.153,-1.168,1.098,1.523,0.306,3,32,1
"8852",0.83,-0.96,-0.532,-0.629,-0.654,1.157,0.435,-0.262,-0.351,-0.148,3,23,1
"8853",-0.053,-1.142,-1.124,-1.081,-0.834,-0.378,0.173,0.265,0.172,0.676,3,17,5
"8854",-0.018,1.184,-0.651,0.351,-0.165,-0.238,-0.743,0.922,1.175,0.455,3,11,5
"8855",0.004,1.52,-1.479,0.456,0.097,-0.201,-0.121,0.703,0.652,0.429,3,11,5
"8856",1.292,1.783,-0.532,2.37,0.162,0.244,-0.416,0.002,0.477,-0.653,3,32,1
"8857",1.321,-1.114,-1.124,-0.882,-0.818,0.22,0.206,0.265,0.151,0.186,3,38,1
"8858",0.543,-1.105,0.059,2.313,1.73,-0.365,0.108,-0.788,-0.416,0.937,3,33,2
"8859",-0.027,1.193,-0.532,0.456,-0.181,-0.269,-0.874,0.879,1.24,0.439,3,11,5
"8860",-0.001,1.166,-1.361,0.546,-0.034,-0.232,-0.187,0.922,0.804,0.412,3,11,5
"8861",0.016,1.574,-1.479,0.946,0.423,-0.152,-0.088,0.703,0.608,0.366,3,11,3
"8862",0.026,1.72,-1.006,1.208,0.472,-0.107,-0.252,0.396,0.565,0.349,3,11,3
"8863",0.576,1.475,-0.296,-1.081,-0.834,1.208,-0.972,0.308,1.044,-0.276,3,23,1
"8864",0.648,0.929,-1.006,-0.444,-0.671,1.147,-0.416,1.142,1.066,-0.459,3,32,1
"8865",1.017,1.229,-0.178,0.78,-0.393,0.654,-1.234,0.747,1.414,-1.101,3,23,1
"8866",1.144,0.866,-0.887,2.327,0.636,0.44,-0.416,1.229,1.087,-0.788,3,23,1
"8867",1.481,-1.369,-0.887,1.922,1.452,0.248,-0.088,0.177,0.347,-0.305,3,31,1
"8868",0.648,0.448,1.242,0.147,1.093,0.196,-0.645,1.449,1,0.499,3,23,2
"8869",-0.025,1.665,-1.242,-1.081,-0.834,-0.429,-0.187,0.528,0.608,0.662,3,17,5
"8870",0.703,0.648,-0.414,0.032,-0.426,1.094,-0.383,1.405,1.109,-0.572,3,32,1
"8871",1.541,0.048,-1.597,0.937,-0.116,0.155,0.304,0.922,0.39,0.822,3,32,7
"8872",-0.018,-1.341,-1.124,-0.939,-0.785,-0.448,-0.023,0.265,0.347,0.624,3,17,5
"8873",-0.061,1.802,-1.006,0.07,-0.605,-0.371,-0.187,0.308,0.477,0.455,3,17,5
"8874",0.5,-0.27,0.532,-0.367,0.031,-0.152,1.188,0.089,-1.004,0.265,3,13,2
"8875",0.756,1.229,-0.651,0.456,-0.246,1.044,-0.808,0.835,1.175,-0.684,3,32,1
"8876",-0.051,1.665,-0.887,0.147,-0.622,-0.392,-0.383,0.352,0.652,0.432,3,11,5
"8877",-0.044,1.693,-0.769,0.266,-0.491,-0.383,-0.416,0.265,0.608,0.419,3,11,5
"8878",0.603,1.402,0.177,-0.51,-0.654,1.121,-1.463,0.221,1.327,-0.213,3,33,1
"8879",1.457,-1.387,-0.532,1.475,0.505,0.327,-0.285,-0.13,0.303,-0.125,3,32,1
"8880",0.581,-1.232,-0.178,2.798,2.709,-0.448,-0.154,-0.569,-0.067,0.841,3,11,2
"8881",-0.008,-1.214,-1.124,-1.081,-0.834,-0.5,0.108,0.265,0.216,0.628,3,17,5
"8882",1.393,1.475,-0.059,2.984,0.848,0.352,-1.201,0.221,1.131,-0.52,3,32,1
"8883",1.505,0.702,-1.006,-0.072,-0.36,0.229,-0.219,1.273,0.935,0.694,3,32,1
"8884",0.672,-1.042,-0.414,-0.51,-0.638,1.184,0.304,-0.305,-0.263,-0.01,3,23,1
"8885",0.411,0.375,0.296,-0.653,-0.703,0.31,-0.056,1.493,0.739,0.443,3,33,2
"8886",0.689,-0.815,-0.887,3.455,2.726,-0.471,0.533,0.133,-0.22,0.782,3,32,2
"8887",0.595,-1.387,-0.059,-0.225,0.031,1.027,-0.481,-0.481,0.238,-0.03,3,33,1
"8888",0.31,-1.205,-0.651,-0.763,-0.801,0.157,0.042,-0.13,0.042,0.383,3,23,2
"8889",0.617,-1.305,0.65,0.237,0.178,0.943,-0.645,-1.314,-0.176,0.044,3,33,1
"8890",1.472,1.638,-0.651,2.941,1.387,0.383,-0.547,0.265,0.717,-0.375,3,32,1
"8891",0.844,-1.105,1.005,-0.215,0.211,1.309,-0.154,-1.84,-0.939,0.022,3,31,1
"8892",0.224,-0.369,-0.059,1.042,0.342,-0.501,1.089,0.177,-0.765,1.073,3,11,2
"8893",1.086,1.329,-0.769,1.898,0.08,0.726,-0.645,0.747,1.022,-1.215,3,23,1
"8894",1.194,1.574,-0.769,1.86,-1.259,0.651,-0.547,0.396,0.782,-1.037,3,32,1
"8895",1.247,1.193,-0.887,1.522,-0.899,0.586,-0.579,0.879,1.066,-0.849,3,32,1
"8896",1.419,1.647,0.296,2.455,0.048,0.43,-1.234,-0.393,0.782,-0.477,3,32,1
"8897",0.011,-1.123,-1.361,-0.939,-0.818,-0.59,0.206,0.44,0.259,0.652,3,17,5
"8898",0.962,1.257,-0.769,1.775,0.799,0.921,-0.677,0.791,1.087,-1.122,3,32,1
"8899",0.325,-0.815,0.177,-0.177,0.897,0.289,0.73,-0.832,-0.982,0.375,3,33,2
"8900",1.532,1.175,-1.242,0.094,-0.181,0.337,-0.318,0.922,0.891,0.881,3,38,7
"8901",1.551,1.193,-0.887,0.375,-0.05,0.337,-0.612,0.922,1.109,0.927,3,38,7
"8902",0.78,-0.996,1.478,0.204,0.08,1.207,0.108,-2.454,-1.571,0.115,3,31,1
"8903",0.021,-1.305,-1.597,-1.081,-0.834,-0.633,0.108,0.615,0.412,0.632,3,17,5
"8904",0.686,1.284,-1.361,0.78,0.652,0.875,-0.187,0.835,0.761,0.154,3,32,1
"8905",1.065,1.166,-0.651,2.179,1.419,0.879,-0.743,0.922,1.196,-1.292,3,32,1
"8906",1.077,1.275,-1.006,2.113,-1.602,0.854,-0.547,0.835,1,-1.347,3,32,1
"8907",1.345,1.393,-1.006,1.061,-0.246,0.591,-0.514,0.659,0.913,-0.637,3,32,1
"8908",0.978,-1.36,-0.296,0.546,0.864,1.473,-0.35,-0.305,0.216,0.13,3,31,1
"8909",0.332,0.294,-1.242,-1.081,-0.834,0.14,0.239,1.098,0.521,0.674,3,16,2
"8910",0.528,0.657,0.532,-0.629,-0.671,-0.268,-0.972,1.536,1.458,1.05,3,22,1
"8911",0.026,-1.014,-1.479,-0.939,-0.818,-0.636,0.271,0.528,0.238,0.713,3,17,5
"8912",0.023,-1.387,-1.479,-1.081,-0.834,-0.645,0.075,0.572,0.434,0.672,3,17,5
"8913",0.023,1.756,-1.479,-1.081,-0.834,-0.65,-0.023,0.615,0.499,0.652,3,17,5
"8914",0.507,-0.46,0.887,-0.491,-0.263,-0.07,1.286,-0.656,-1.527,-0.022,3,13,2
"8915",0.224,-0.742,1.952,-0.491,0.129,0.402,0.86,-2.542,-2.355,0.394,3,13,2
"8916",0.538,-1.36,1.36,0.07,0.293,0.183,-1.266,-2.06,-0.242,0.292,3,33,2
"8917",0.672,1.729,-0.414,0.637,-0.507,0.884,-0.547,0.002,0.586,-0.144,3,32,1
"8918",1.223,0.693,-1.361,0.904,-1.063,0.746,-0.023,1.098,0.739,-0.958,3,23,1
"8919",1.517,1.402,-0.769,-0.367,-0.491,0.429,-0.645,0.615,0.978,0.874,3,38,7
"8920",1.213,-0.951,-1.242,0.137,0.44,-0.627,0.337,0.352,0.107,0.17,1,23,1
"8921",0.5,-0.433,-0.887,-0.677,-0.654,-0.266,0.762,0.484,-0.242,-0.447,3,32,2
"8922",0.418,-0.651,-0.769,-0.629,-0.85,0.008,0.73,0.177,-0.351,0.006,3,23,2
"8923",1.52,1.329,-0.414,-0.567,-0.475,0.454,-0.907,0.659,1.175,0.868,3,38,7
"8924",1.572,1.438,-1.124,0.137,-0.295,0.45,-0.383,0.659,0.804,1.002,3,38,7
"8925",0.538,-1.287,-1.124,-0.763,-0.785,0.608,0.042,0.265,0.281,0.432,3,22,1
"8926",0.492,-1.196,-0.178,-0.082,-0.279,0.385,-0.056,-0.612,-0.176,0.564,3,22,1
"8927",0.706,-1.323,-0.414,0.823,-0.377,0.835,-0.219,-0.262,0.172,-0.112,3,32,1
"8928",1.567,1.402,-0.887,-0.177,-0.328,0.472,-0.579,0.659,0.957,0.973,3,38,7
"8929",0.945,-0.578,1.005,0.965,1.289,1.189,1.22,-1.183,-1.745,0.277,3,33,1
