"","X","Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","Area_Of_Wilderness","Soil_Type","Cover_Type"
"6842",6842,0.782,-1.314,-0.532,1.137,-0.801,0.204,-0.154,-0.13,0.194,-0.194,"W3","S32","C2"
"6843",6843,-0.003,-1.414,-0.059,-0.567,-0.573,-0.64,-0.612,-0.525,0.281,0.434,"W3","S10","C1"
"6844",6844,0.038,0.448,1.242,-0.31,0.521,-0.372,-0.645,1.449,1,0.156,"W3","S4","C5"
"6845",6845,0.03,0.067,-0.651,-0.225,-0.622,-0.584,0.566,1.054,0.194,-0.805,"W3","S2","C3"
"6846",6846,-0.705,-1.024,1.36,-0.796,-0.344,-0.918,0.01,-2.323,-1.396,-0.428,"W4","S10","C3"
"6847",6847,-0.607,1.475,2.07,-0.367,0.505,-1.053,-3.262,-1.446,1.458,-0.556,"W4","S10","C3"
"6848",6848,1.397,0.076,-0.651,0.004,-0.524,1.743,0.566,1.098,0.194,0.876,"W1","S38","C7"
"6849",6849,1.086,1.638,-0.769,-0.51,-0.442,2.088,-0.448,0.352,0.695,0.1,"W1","S23","C1"
"6850",6850,1.144,1.702,0.059,-0.939,-0.687,1.775,-0.972,-0.349,0.63,-0.19,"W1","S38","C7"
"6851",6851,0.097,0.566,1.005,0.375,1.926,-0.821,-0.972,1.536,1.327,0.143,"W3","S33","C2"
"6852",6852,0.66,1.311,-0.769,0.823,-0.981,0.053,-0.645,0.747,1.044,0.468,"W3","S31","C2"
"6853",6853,0.023,0.457,1.124,-0.367,0.472,-0.342,-0.645,1.493,1.022,0.124,"W3","S4","C5"
"6854",6854,0.117,0.076,-0.414,-0.51,-0.589,-0.461,0.599,1.098,0.151,-0.454,"W3","S2","C3"
"6855",6855,-0.571,1.456,2.07,-0.367,0.75,-1.038,-3.23,-1.27,1.523,-0.534,"W4","S10","C3"
"6856",6856,1.383,-0.015,-0.651,-0.044,-0.328,1.735,0.664,0.966,0.063,0.815,"W1","S38","C7"
"6857",6857,1.232,-1.223,0.887,-0.125,0.472,1.927,-0.514,-1.621,-0.503,-0.153,"W1","S38","C7"
"6858",6858,1.165,1.829,0.414,-0.882,-0.687,1.785,-0.874,-0.788,0.303,-0.217,"W1","S38","C7"
"6859",6859,1.678,-1.142,-0.059,1.851,2.856,0.359,0.042,-0.7,-0.329,0.266,"W1","S39","C1"
"6860",6860,0.773,1.175,-0.769,0.637,0.227,0.639,-0.645,0.922,1.109,0.344,"W3","S32","C2"
"6861",6861,0.856,-1.323,-0.769,1.732,-0.36,0.21,-0.121,0.045,0.259,1.056,"W3","S32","C1"
"6862",6862,0.84,-1.042,-1.242,0.775,0.783,0.168,0.271,0.308,0.107,1.194,"W3","S32","C1"
"6863",6863,-0.147,-0.26,-1.597,-1.081,-0.834,-0.423,0.37,0.791,0.303,0.171,"W3","S17","C1"
"6864",6864,0.114,0.166,-0.651,-0.796,-0.687,-0.402,0.435,1.186,0.347,-0.341,"W3","S2","C3"
"6865",6865,0.105,0.076,-0.296,-0.677,-0.671,-0.432,0.631,1.098,0.107,-0.421,"W3","S2","C3"
"6866",6866,-0.039,-0.651,-1.006,-0.177,-0.54,-0.604,0.631,0.308,-0.198,-1.066,"W3","S10","C3"
"6867",6867,1.192,-1.351,0.887,-0.677,-0.507,1.815,-0.939,-1.577,-0.133,-0.235,"W1","S38","C7"
"6868",6868,1.687,1.057,1.36,0.347,0.848,1.385,-2.543,0.659,2.112,-0.256,"W1","S39","C1"
"6869",6869,0.885,1.729,-1.361,2.56,0.227,0.276,-0.088,0.528,0.543,0.893,"W3","S32","C1"
"6870",6870,0.856,-1.214,-1.361,1.027,-0.312,0.156,0.141,0.396,0.281,1.173,"W3","S32","C1"
"6871",6871,-0.08,0.512,1.478,-0.763,-0.23,-0.322,-1.005,1.449,1.218,0.082,"W3","S4","C5"
"6872",6872,-0.039,0.466,1.242,-0.567,-0.018,-0.301,-0.743,1.449,1.066,0.071,"W3","S4","C5"
"6873",6873,0.2,-0.833,0.177,0.07,-0.099,-0.313,0.697,-0.788,-0.917,-0.096,"W3","S10","C2"
"6874",6874,0.064,0.048,-0.178,-0.763,-0.654,-0.448,0.664,1.054,0.02,-0.546,"W3","S2","C3"
"6875",6875,-0.02,0.148,-0.296,-0.653,-0.703,-0.53,0.5,1.186,0.259,-0.825,"W3","S2","C3"
"6876",6876,-0.475,1.366,1.833,-0.215,1.403,-1.017,-3.164,-0.744,1.785,-0.504,"W4","S10","C3"
"6877",6877,1.364,0.076,-0.651,0.004,-0.556,1.658,0.566,1.098,0.194,0.907,"W1","S38","C7"
"6878",6878,1.237,1.257,-0.532,0.799,0.587,2.09,-0.841,0.791,1.196,-0.11,"W1","S38","C7"
"6879",6879,1.283,1.711,0.296,0.266,0.815,1.988,-1.136,-0.569,0.63,-0.178,"W1","S38","C7"
"6880",6880,1.448,1.038,0.414,-0.072,-0.116,1.564,-1.594,1.01,1.763,-0.31,"W1","S29","C1"
"6881",6881,0.559,1.275,-0.651,2.313,-1.667,-0.129,-0.743,0.791,1.109,0.447,"W3","S31","C2"
"6882",6882,0.497,-0.351,-0.414,-0.629,-0.524,0.359,0.926,0.396,-0.438,0.482,"W3","S31","C2"
"6883",6883,-0.147,-0.96,-0.769,0.832,-0.769,-0.728,0.402,-0.042,-0.198,-1.08,"W3","S10","C3"
"6884",6884,-0.343,1.638,0.769,0.375,2.301,-1.041,-1.594,-0.744,0.826,-0.532,"W4","S10","C3"
"6885",6885,1.594,0.593,0.059,-0.796,-0.458,1.585,-0.547,1.536,1.196,1.116,"W1","S40","C7"
"6886",6886,1.359,-0.052,-1.006,-0.053,-0.785,1.63,0.599,0.922,0.129,0.919,"W1","S38","C7"
"6887",6887,1.266,1.456,-0.059,0.832,1.044,2.079,-1.234,0.221,1.153,-0.148,"W1","S38","C7"
"6888",6888,-0.235,0.702,1.597,-0.677,-0.279,-0.94,-1.855,1.361,1.806,-0.073,"W3","S13","C2"
"6889",6889,1.084,-1.042,-1.124,0.456,-0.899,0.18,0.271,0.265,0.085,-0.571,"W3","S31","C1"
"6890",6890,0.528,-0.66,0.059,1.094,0.554,0.257,0.959,-0.393,-0.917,0.998,"W3","S32","C2"
"6891",6891,0.083,1.783,-0.532,-0.882,-0.752,-0.541,-0.448,-0.042,0.477,0.535,"W3","S17","C1"
"6892",6892,-0.13,-1.096,-0.059,-0.796,-0.687,-0.356,0.141,-0.7,-0.394,0.085,"W3","S10","C2"
"6893",6893,-0.106,0.448,1.124,-0.763,-0.442,-0.26,-0.645,1.493,1,0.017,"W3","S4","C5"
"6894",6894,-0.053,0.121,-0.414,-0.677,-0.622,-0.524,0.533,1.142,0.238,-0.968,"W3","S2","C3"
"6895",6895,-0.113,-0.787,-1.242,0.389,-0.54,-0.667,0.435,0.44,0.042,-1.073,"W3","S10","C3"
"6896",6896,-0.413,1.593,0.887,0.375,0.636,-0.645,-1.855,-0.744,0.978,-0.325,"W4","S10","C3"
"6897",6897,-0.331,1.411,0.65,0.275,2.383,-1.01,-1.888,-0.042,1.436,-0.496,"W4","S10","C3"
"6898",6898,-0.314,1.638,-0.059,0.408,2.497,-1.02,-0.939,-0.086,0.782,-0.507,"W4","S6","C3"
"6899",6899,1.172,1.338,0.414,0.07,0.146,2.029,-1.659,0.308,1.48,-0.057,"W1","S38","C7"
"6900",6900,1.28,1.502,0.65,0.904,0.946,2.089,-1.79,-0.305,1.218,-0.171,"W1","S38","C7"
"6901",6901,1.306,1.184,0.532,-0.796,-0.54,1.686,-1.855,0.615,1.741,-0.359,"W1","S38","C7"
"6902",6902,-0.128,0.512,1.833,-0.444,0.342,-0.835,-1.266,1.361,1.24,-0.015,"W3","S13","C2"
"6903",6903,0.014,-0.124,0.177,-0.796,-0.703,-0.229,0.991,0.659,-0.481,-0.035,"W3","S4","C2"
"6904",6904,0.016,-0.233,-0.887,-1.081,-0.834,-0.392,0.73,0.703,-0.067,-0.543,"W3","S11","C5"
"6905",6905,-0.051,-0.742,-1.124,-1.081,-0.834,-0.454,0.533,0.308,-0.111,-0.737,"W3","S11","C5"
"6906",6906,-0.061,-0.606,-1.715,-1.081,-0.834,-0.463,0.337,0.703,0.281,-0.784,"W3","S11","C5"
"6907",6907,-0.465,1.829,-0.178,1.351,1.926,-0.614,-0.579,-0.393,0.368,-0.304,"W4","S10","C3"
"6908",6908,1.103,1.193,0.059,-0.367,-0.475,1.961,-1.43,0.747,1.545,-0.005,"W1","S23","C1"
"6909",6909,0.126,-1.133,-0.296,0.489,0.146,-0.469,0.108,-0.481,-0.22,0.231,"W3","S11","C2"
"6910",6910,-0.003,-1.06,0.414,-0.125,0.146,-0.392,0.141,-1.226,-0.765,0.103,"W3","S10","C2"
"6911",6911,-0.154,0.403,0.887,-0.763,-0.573,-0.21,-0.35,1.493,0.848,-0.042,"W3","S4","C1"
"6912",6912,-0.118,-0.488,-1.361,0.389,-0.328,-0.65,0.533,0.615,0.063,-1.015,"W3","S2","C3"
"6913",6913,-0.202,-0.279,-0.178,1.042,-0.491,-0.749,1.024,0.44,-0.547,-0.957,"W3","S2","C3"
"6914",6914,1.23,-0.36,-1.006,-0.939,-0.883,1.688,0.73,0.572,-0.133,0.497,"W1","S38","C7"
"6915",6915,1.156,-0.333,-0.887,-0.939,-0.883,1.755,0.762,0.615,-0.155,0.335,"W1","S38","C7"
"6916",6916,1.297,1.475,1.005,0.832,0.995,2.054,-2.15,-0.481,1.349,-0.185,"W1","S38","C7"
"6917",6917,0.514,-0.588,0.177,-0.082,-0.491,-1.041,1.057,-0.437,-1.07,-0.238,"W1","S29","C1"
"6918",6918,0.248,-1.105,-0.532,-1.081,-0.834,-0.288,0.206,-0.218,-0.133,0.948,"W3","S11","C2"
"6919",6919,0.138,-0.851,-0.651,-0.939,-0.703,-0.454,0.566,-0.042,-0.307,0.579,"W3","S17","C5"
"6920",6920,0.112,-1.051,-0.178,0.237,0.325,-0.427,0.271,-0.525,-0.372,0.162,"W3","S11","C2"
"6921",6921,-0.085,-0.46,-1.124,-0.939,-0.867,-0.433,0.631,0.572,-0.067,-0.853,"W3","S2","C5"
"6922",6922,-0.101,0.048,-0.769,-1.081,-0.834,-0.461,0.566,1.054,0.194,-0.905,"W3","S2","C5"
"6923",6923,-0.113,0.194,-0.651,-0.677,-0.671,-0.509,0.402,1.229,0.368,-0.958,"W3","S2","C3"
"6924",6924,-0.12,-0.242,-1.006,0.323,-0.344,-0.635,0.664,0.747,-0.002,-0.988,"W3","S2","C3"
"6925",6925,1.457,-0.469,0.769,-0.367,-1.373,1.507,1.286,-0.612,-1.462,1.022,"W1","S40","C7"
"6926",6926,1.294,-0.969,-1.124,-1.081,-0.834,1.616,0.37,0.221,-0.002,0.627,"W1","S38","C7"
"6927",6927,1.239,-0.56,-0.769,-1.081,-0.834,1.659,0.795,0.265,-0.372,0.507,"W1","S38","C7"
"6928",6928,1.199,-0.678,-0.532,-1.081,-0.834,1.705,0.795,0.002,-0.525,0.39,"W1","S38","C7"
"6929",6929,0.253,0.775,0.65,0.823,0.374,-0.184,-1.332,1.449,1.676,-0.016,"W3","S4","C2"
"6930",6930,-0.123,-0.042,-1.006,0.137,-0.36,-0.604,0.566,0.922,0.151,-0.964,"W3","S2","C3"
"6931",6931,-0.192,-0.279,-0.059,0.637,-0.426,-0.685,1.057,0.352,-0.634,-0.933,"W3","S2","C3"
"6932",6932,-0.226,-0.306,-0.059,0.842,-0.589,-0.716,1.089,0.308,-0.699,-0.91,"W3","S2","C3"
"6933",6933,-0.513,0.339,-1.479,-1.081,-0.834,-1.222,0.206,1.054,0.543,-0.054,"W3","S2","C6"
"6934",6934,1.115,1.393,-0.651,-0.653,-0.622,1.879,-0.71,0.615,1.022,-0.022,"W1","S23","C7"
"6935",6935,1.136,1.375,0.532,-0.367,-0.475,1.903,-1.725,0.177,1.436,-0.062,"W1","S38","C7"
"6936",6936,0.389,-0.533,0.532,-0.367,-1.161,-1.121,1.188,-0.612,-1.353,-0.386,"W1","S29","C1"
"6937",6937,-0.192,-1.014,-1.242,-0.939,-0.867,-0.18,0.304,0.352,0.107,-0.104,"W3","S10","C5"
"6938",6938,-0.128,-0.179,-0.651,-1.081,-0.834,-0.429,0.795,0.747,-0.155,-0.873,"W3","S2","C5"
"6939",6939,-0.137,-0.006,-0.769,-1.081,-0.834,-0.445,0.631,0.966,0.107,-0.886,"W3","S2","C5"
"6940",6940,-0.334,-0.424,-0.296,1.346,-0.295,-0.804,0.991,0.221,-0.612,-0.812,"W3","S2","C5"
"6941",6941,-0.386,-1.414,-0.296,0.032,-0.344,-0.99,-0.448,-0.262,0.325,-0.565,"W3","S10","C3"
"6942",6942,-0.444,-1.169,-0.059,-0.763,-0.654,-1.008,-0.023,-0.612,-0.22,-0.324,"W3","S10","C6"
"6943",6943,-0.465,-1.205,-0.414,-0.882,-0.72,-1.063,0.01,-0.349,-0.046,-0.224,"W3","S17","C6"
"6944",6944,-0.513,1.683,-1.834,-0.939,-0.818,-1.212,0.141,0.791,0.477,-0.046,"W3","S2","C6"
"6945",6945,-0.372,1.82,-0.178,1.375,2.562,-0.713,-0.547,-0.305,0.39,-0.386,"W4","S10","C3"
"6946",6946,-0.369,-1.414,-0.296,0.775,0.93,-0.703,-0.448,-0.262,0.325,-0.441,"W4","S10","C3"
"6947",6947,-0.367,1.62,-0.651,0.632,0.946,-0.705,-0.579,0.265,0.739,-0.447,"W4","S11","C3"
"6948",6948,1.397,-1.223,-0.178,-0.677,-0.867,1.487,-0.088,-0.481,-0.089,0.901,"W1","S37","C7"
"6949",6949,1.357,-1.187,-1.124,-0.939,-0.883,1.513,0.141,0.265,0.194,0.8,"W1","S37","C7"
"6950",6950,1.745,-0.733,1.124,2.622,3.15,0.302,0.926,-1.665,-1.767,0.16,"W1","S40","C1"
"6951",6951,0.612,0.975,-0.887,2.346,-1.863,-0.062,-0.448,1.098,1.087,0.631,"W3","S31","C2"
"6952",6952,0.883,0.902,-1.715,0.78,-0.23,-0.005,0.042,0.922,0.608,1.29,"W3","S32","C1"
"6953",6953,-0.161,-0.76,-0.651,-1.081,-0.834,-0.193,0.664,-0.042,-0.438,-0.106,"W3","S10","C5"
"6954",6954,-0.408,-1.287,-0.178,-0.444,-0.507,-0.999,-0.219,-0.437,0.063,-0.409,"W3","S10","C3"
"6955",6955,-0.492,-1.078,-0.178,-0.796,-0.834,-1.142,0.173,-0.612,-0.372,-0.113,"W3","S17","C6"
"6956",6956,-0.511,-1.123,-1.361,-0.882,-0.818,-1.198,0.206,0.44,0.259,-0.036,"W3","S2","C6"
"6957",6957,1.57,-0.742,1.715,-0.567,-0.622,1.42,0.893,-2.279,-2.181,1.094,"W1","S37","C7"
"6958",6958,1.46,-0.996,0.414,-0.367,-0.769,1.447,0.304,-1.139,-0.83,0.966,"W1","S37","C7"
"6959",6959,1.366,-1.278,-0.532,-1.081,-0.834,1.491,-0.121,-0.218,0.129,0.789,"W1","S37","C7"
"6960",6960,0.883,1.72,-1.124,0.456,-0.132,0.253,-0.187,0.44,0.565,0.811,"W3","S32","C2"
"6961",6961,-0.164,-1.287,-0.296,-0.882,-0.769,-0.149,-0.187,-0.393,0.063,-0.148,"W3","S10","C5"
"6962",6962,-0.168,-1.278,-0.296,-0.763,-0.769,-0.139,-0.154,-0.349,0.063,-0.157,"W3","S10","C5"
"6963",6963,0.277,0.593,-0.414,1.042,2.873,-0.116,-0.285,1.449,1.044,-0.057,"W3","S4","C2"
"6964",6964,-0.231,-0.197,0.059,0.347,-0.622,-0.645,1.024,0.528,-0.547,-0.857,"W3","S2","C3"
"6965",6965,-0.322,-0.451,-0.059,1.094,-1.226,-0.759,1.089,0.002,-0.808,-0.784,"W3","S2","C5"
"6966",6966,-0.348,-1.332,-0.059,0.132,-0.05,-0.957,-0.416,-0.612,0.085,-0.511,"W3","S10","C3"
"6967",6967,-0.391,-1.323,0.177,-0.444,-0.295,-0.969,-0.481,-0.832,0.02,-0.325,"W3","S10","C6"
"6968",6968,-0.475,-1.105,0.177,-0.653,-0.785,-1.131,0.075,-0.919,-0.481,-0.103,"W3","S10","C6"
"6969",6969,1.388,-1.332,0.059,-1.081,-0.834,1.47,-0.416,-0.656,0.063,0.779,"W1","S37","C7"
"6970",6970,0.785,-1.205,-0.887,-0.677,-0.654,0.408,0.075,0.045,0.129,0.685,"W3","S32","C1"
"6971",6971,0.849,1.493,-0.887,0.437,-0.736,0.504,-0.547,0.528,0.87,0.654,"W3","S32","C2"
"6972",6972,1.124,-1.287,-0.532,1.613,-0.72,0.398,-0.121,-0.174,0.151,-0.304,"W3","S31","C1"
"6973",6973,0.962,-0.033,0.059,0.004,-0.099,0.504,0.828,0.879,-0.242,0.113,"W3","S32","C2"
"6974",6974,-0.12,-0.606,-0.651,-1.081,-0.834,-0.195,0.795,0.133,-0.46,-0.127,"W3","S10","C5"
"6975",6975,-0.13,-1.06,-1.006,-1.081,-0.834,-0.182,0.271,0.133,-0.002,-0.138,"W3","S10","C5"
"6976",6976,-0.259,-0.17,-0.296,0.389,-0.818,-0.653,0.926,0.659,-0.351,-0.822,"W3","S2","C3"
"6977",6977,-0.367,-0.978,-1.361,1.451,-1.536,-0.797,0.304,0.44,0.151,-0.714,"W3","S17","C5"
"6978",6978,-0.369,-1.405,-1.242,1.346,-0.279,-0.814,-0.023,0.44,0.412,-0.697,"W3","S17","C5"
"6979",6979,-0.453,-1.123,0.414,-0.51,-0.638,-1.117,-0.023,-1.226,-0.612,-0.092,"W3","S10","C6"
"6980",6980,-0.305,-1.151,-0.887,1.08,0.979,-0.773,0.173,0.045,0.063,-0.502,"W4","S11","C3"
"6981",6981,1.52,-1.096,0.414,-0.31,-0.426,1.392,0.075,-1.139,-0.634,0.998,"W1","S37","C7"
"6982",6982,1.508,-1.178,0.296,-0.444,-0.507,1.397,-0.121,-1.007,-0.372,0.973,"W1","S37","C7"
"6983",6983,1.445,-1.069,-0.178,-0.882,-0.85,1.422,0.206,-0.569,-0.372,0.87,"W1","S37","C7"
"6984",6984,2.216,-1.024,0.177,3.893,3.461,0.715,0.271,-0.919,-0.656,-0.249,"W1","S40","C1"
"6985",6985,1.752,-0.533,1.36,2.603,2.367,0.311,1.286,-1.402,-2.007,0.11,"W1","S40","C1"
"6986",6986,0.665,-0.26,0.65,-0.882,-0.85,-0.817,1.22,0.045,-1.091,-0.092,"W1","S29","C1"
"6987",6987,-0.113,-1.396,0.296,-0.763,-0.703,-0.138,-0.71,-0.788,0.194,-0.183,"W3","S10","C5"
"6988",6988,-0.006,0.521,1.36,-0.082,-0.72,-0.066,-0.972,1.493,1.24,-0.208,"W3","S4","C2"
"6989",6989,-0.176,0.321,-0.414,-0.939,-0.883,-0.409,0.206,1.361,0.586,-0.805,"W3","S2","C5"
"6990",6990,-0.171,0.312,-0.178,-0.882,-0.687,-0.426,0.173,1.361,0.586,-0.812,"W3","S2","C3"
"6991",6991,-0.307,-0.306,-0.414,0.723,-1.128,-0.696,0.926,0.484,-0.438,-0.764,"W3","S2","C5"
"6992",6992,-0.322,-0.351,-0.414,0.861,-1.226,-0.714,0.959,0.396,-0.46,-0.751,"W3","S17","C5"
"6993",6993,-0.358,-0.933,-1.242,1.275,-1.471,-0.765,0.37,0.352,0.063,-0.708,"W3","S17","C5"
"6994",6994,-0.36,1.747,-1.006,1.418,-0.214,-0.797,-0.252,0.308,0.543,-0.676,"W3","S11","C3"
"6995",6995,-0.314,-1.26,-0.178,0.237,0.129,-0.92,-0.187,-0.569,-0.046,-0.457,"W3","S10","C3"
"6996",6996,-0.398,-1.187,0.65,-0.367,-0.263,-1.067,-0.318,-1.446,-0.525,-0.129,"W3","S10","C6"
"6997",6997,-0.305,-1.269,-0.296,1.637,0.979,-0.797,-0.154,-0.393,0.042,-0.484,"W4","S11","C3"
"6998",6998,1.543,-1.096,0.296,-0.353,-0.556,1.37,0.075,-1.051,-0.569,0.989,"W1","S37","C7"
"6999",6999,1.436,-1.396,0.414,-0.763,-0.524,1.435,-0.776,-0.919,0.151,0.734,"W1","S37","C7"
"7000",7000,1.63,-0.942,1.833,0.132,1.191,1.866,0.206,-2.805,-1.919,-0.554,"W1","S40","C7"
"7001",7001,1.165,-0.215,-0.059,0.999,0.407,-0.305,1.024,0.484,-0.569,0.351,"W1","S29","C1"
"7002",7002,-0.211,-1.232,0.65,-0.491,-0.23,-0.753,-0.448,-1.446,-0.416,-0.273,"W3","S33","C2"
"7003",7003,0.787,-0.397,-0.059,-0.939,-0.785,-0.153,1.089,0.089,-0.808,1.404,"W3","S23","C1"
"7004",7004,1.172,-1.378,-0.651,0.746,-0.083,0.506,-0.252,-0.042,0.303,-0.153,"W3","S32","C1"
"7005",7005,-0.018,-0.061,1.005,-0.882,-0.556,-0.247,0.991,0.484,-0.721,-0.057,"W3","S4","C5"
"7006",7006,-0.068,-0.088,0.177,-0.939,-0.769,-0.22,0.926,0.703,-0.416,-0.102,"W3","S19","C5"
"7007",7007,-0.092,-0.279,-1.479,-1.081,-0.834,-0.189,0.468,0.791,0.216,-0.142,"W3","S10","C5"
"7008",7008,-0.226,-0.024,-0.296,-0.477,-0.589,-0.513,0.762,0.922,-0.111,-0.8,"W3","S2","C3"
"7009",7009,-0.3,-1.278,-0.059,0.266,0.227,-0.903,-0.285,-0.612,-0.024,-0.419,"W3","S10","C3"
"7010",7010,-0.307,-1.269,0.177,0.194,0.276,-0.906,-0.318,-0.832,-0.111,-0.397,"W3","S10","C3"
"7011",7011,-0.336,-1.296,0.532,-0.125,0.162,-0.979,-0.547,-1.183,-0.176,-0.214,"W3","S10","C6"
"7012",7012,-0.372,-1.196,0.769,-0.225,-0.083,-1.053,-0.383,-1.533,-0.547,-0.117,"W3","S10","C6"
"7013",7013,1.615,-0.715,0.414,-0.125,-0.491,1.332,0.926,-0.832,-1.179,1.059,"W1","S37","C7"
"7014",7014,0.899,1.802,-1.242,1.475,0.015,0.129,-0.056,0.484,0.477,0.98,"W3","S32","C1"
"7015",7015,0.476,-0.933,-0.414,1.284,-0.899,0.266,0.468,-0.349,-0.46,1.287,"W3","S23","C1"
"7016",7016,-0.087,1.702,-1.006,-0.939,-0.834,-0.17,-0.252,0.396,0.586,-0.166,"W3","S10","C5"
"7017",7017,-0.068,1.72,0.414,-0.763,-0.589,-0.125,-1.136,-0.612,0.608,-0.214,"W3","S10","C5"
"7018",7018,-0.259,-0.142,-0.414,-0.31,-0.818,-0.54,0.828,0.747,-0.22,-0.768,"W3","S2","C5"
"7019",7019,-0.312,-0.796,-0.769,0.656,-1.161,-0.667,0.599,0.089,-0.285,-0.715,"W3","S17","C5"
"7020",7020,-0.312,1.711,-0.414,1.241,0.162,-0.804,-0.645,-0.042,0.63,-0.581,"W3","S11","C3"
"7021",7021,-0.465,-0.878,0.296,-0.763,-0.54,-1.107,0.599,-0.963,-0.961,0.042,"W3","S10","C6"
"7022",7022,1.469,-1.078,-0.651,-1.081,-0.834,1.356,0.239,-0.174,-0.155,0.843,"W1","S37","C7"
"7023",7023,1.467,-1.414,-0.532,-0.939,-0.785,1.363,-0.35,-0.13,0.347,0.817,"W1","S37","C7"
"7024",7024,2.073,-0.66,0.887,3.798,4.555,0.568,1.057,-1.183,-1.571,-0.176,"W1","S40","C1"
"7025",7025,1.127,-0.506,-0.059,0.266,-0.067,0.574,1.057,-0.13,-0.874,-0.064,"W3","S38","C1"
"7026",7026,0.574,-0.96,-0.769,-0.763,-0.736,0.654,0.402,-0.042,-0.198,0.723,"W3","S23","C1"
"7027",7027,0.485,-0.924,-0.414,1.156,-0.834,0.281,0.5,-0.305,-0.438,1.299,"W3","S23","C1"
"7028",7028,-0.075,-0.851,-1.242,-1.081,-0.834,-0.188,0.435,0.352,-0.002,-0.133,"W3","S19","C5"
"7029",7029,-0.08,-1.36,-1.006,-0.939,-0.834,-0.169,-0.056,0.265,0.347,-0.162,"W3","S19","C5"
"7030",7030,-0.08,1.72,-0.769,-0.939,-0.785,-0.159,-0.383,0.265,0.586,-0.177,"W3","S10","C5"
"7031",7031,-0.065,1.647,-0.296,-0.796,-0.687,-0.139,-0.808,0.002,0.739,-0.203,"W3","S10","C5"
"7032",7032,-0.051,1.683,0.177,-0.677,-0.54,-0.117,-1.103,-0.393,0.695,-0.227,"W3","S10","C5"
"7033",7033,-0.219,-0.061,-0.769,-1.081,-0.834,-0.381,0.664,0.922,0.042,-0.732,"W3","S2","C5"
"7034",7034,-0.223,-0.006,-0.296,-1.081,-0.834,-0.397,0.73,0.966,-0.046,-0.737,"W3","S2","C5"
"7035",7035,-0.262,-0.106,-0.651,-0.491,-0.834,-0.509,0.762,0.835,-0.067,-0.744,"W3","S2","C5"
"7036",7036,-0.302,-1.232,0.769,0.061,0.391,-1.005,-0.481,-1.49,-0.438,-0.116,"W3","S10","C6"
"7037",7037,-0.494,-0.833,-0.178,-0.939,-0.72,-1.09,0.664,-0.437,-0.656,0.103,"W3","S10","C6"
"7038",7038,1.668,-0.86,1.597,-0.272,-0.687,1.282,0.566,-2.367,-1.919,1.069,"W1","S37","C7"
"7039",7039,1.599,-0.806,-0.414,0.094,0.799,1.759,0.664,-0.218,-0.525,-0.673,"W1","S40","C1"
"7040",7040,0.581,-0.96,0.887,-0.796,-0.932,-0.892,0.37,-1.621,-1.2,-0.245,"W1","S29","C1"
"7041",7041,0.861,1.293,-1.006,-0.31,-0.622,0.237,-0.514,0.791,0.978,0.855,"W3","S32","C2"
"7042",7042,0.923,-1.014,-1.715,1.375,0.162,0.097,0.206,0.703,0.368,1.005,"W3","S32","C1"
"7043",7043,0.04,-0.224,-0.414,-0.939,-0.785,-0.252,0.926,0.615,-0.329,0.174,"W3","S11","C5"
"7044",7044,-0.058,1.584,-0.296,-0.763,-0.638,-0.129,-0.874,0.133,0.87,-0.214,"W3","S10","C5"
"7045",7045,-0.039,1.62,0.059,-0.629,-0.507,-0.108,-1.136,-0.218,0.848,-0.239,"W3","S10","C5"
"7046",7046,-0.008,1.829,0.177,-0.367,-0.181,-0.063,-0.776,-0.656,0.325,-0.285,"W3","S10","C5"
"7047",7047,-0.113,0.575,1.833,-0.367,0.162,0.023,-1.495,1.361,1.458,-0.304,"W3","S4","C2"
"7048",7048,0.083,0.203,1.005,0.908,2.04,-0.027,0.271,1.142,0.151,-0.055,"W3","S4","C2"
"7049",7049,-0.252,-0.07,-0.059,-1.081,-0.834,-0.401,0.86,0.791,-0.285,-0.714,"W3","S2","C5"
"7050",7050,-0.264,0.176,-0.887,-0.796,-0.834,-0.458,0.402,1.142,0.39,-0.719,"W3","S2","C3"
"7051",7051,-0.267,0.012,-1.006,-0.653,-0.85,-0.477,0.533,1.01,0.216,-0.718,"W3","S2","C5"
"7052",7052,-0.283,1.774,-1.715,-0.082,-0.965,-0.551,0.108,0.747,0.477,-0.706,"W3","S17","C5"
"7053",7053,-0.281,-1.305,-1.479,0.204,-0.948,-0.586,0.075,0.528,0.368,-0.692,"W3","S17","C5"
"7054",7054,-0.288,-1.133,-0.887,0.489,-0.997,-0.62,0.173,0.089,0.063,-0.675,"W3","S11","C3"
"7055",7055,-0.283,1.611,-0.769,1.446,0.374,-0.765,-0.514,0.352,0.739,-0.539,"W3","S11","C3"
"7056",7056,-0.25,-1.387,-0.178,0.408,0.75,-0.866,-0.448,-0.393,0.259,-0.261,"W3","S2","C3"
"7057",7057,-0.25,-1.341,-0.296,0.351,0.75,-0.904,-0.318,-0.349,0.194,-0.217,"W3","S2","C3"
"7058",7058,1.637,-0.987,0.769,-0.567,-0.883,1.271,0.304,-1.577,-1.091,1.009,"W1","S37","C7"
