"Elevation","Soil_Type","Horizontal_Distance_To_Roadways","Horizontal_Distance_To_Fire_Points","Area_Of_Wilderness","Horizontal_Distance_To_Hydrology","Hillshade_3pm","Aspect","Cover_Type"
0.672,23,0.376,0.024,3,0.448,0.717,0.842,1
0.695,32,0.362,0.052,3,0.442,0.673,0.917,1
0.706,32,0.35,0.08,3,0.392,0.724,0.8,1
0.742,32,0.321,0.138,3,0.532,0.673,0.939,1
0.448,17,0.131,0.311,3,0.021,0.579,0.092,5
0.646,32,0.412,0.039,3,0.429,0.728,0.819,1
0.513,33,0.295,0.268,3,0.136,0.354,0.186,2
0.765,38,0.303,0.346,3,0.177,0.693,0.794,7
0.769,38,0.303,0.353,3,0.219,0.732,0.8,7
0.608,31,0.466,0.228,3,0.193,0.248,0.131,1
0.45,17,0.123,0.308,3,0,0.606,0.036,5
0.589,32,0.404,0.234,3,0.28,0.669,0.828,1
0.668,32,0.405,0.013,3,0.49,0.748,0.792,1
0.67,32,0.4,0.004,3,0.48,0.713,0.825,1
0.726,32,0.351,0.113,3,0.322,0.697,0.861,1
0.65,31,0.515,0.231,3,0.245,0.571,0.019,1
0.515,16,0.267,0.314,3,0,0.626,0.525,2
0.556,22,0.191,0.372,3,0.068,0.795,0.636,1
0.451,17,0.122,0.32,3,0.021,0.575,0.125,5
0.45,17,0.121,0.314,3,0,0.61,0.011,5
0.45,17,0.12,0.311,3,0,0.622,0.972,5
0.551,13,0.228,0.207,3,0.089,0.256,0.294,2
0.492,13,0.316,0.271,3,0.089,0.106,0.208,2
0.558,33,0.275,0.255,3,0.173,0.488,0.019,2
0.586,32,0.406,0.189,3,0.258,0.638,0.964,1
0.701,23,0.38,0.064,3,0.298,0.665,0.647,1
0.762,38,0.321,0.345,3,0.107,0.709,0.864,7
0.699,23,0.124,0.237,1,0.183,0.551,0.144,1
0.55,32,0.191,0.142,3,0.061,0.488,0.303,2
0.533,23,0.242,0.212,3,0.068,0.469,0.236,2
0.763,38,0.325,0.344,3,0.077,0.744,0.842,7
0.774,38,0.325,0.364,3,0.183,0.677,0.875,7
0.558,22,0.354,0.277,3,0.048,0.583,0.042,1
0.548,22,0.312,0.297,3,0.15,0.5,0.069,1
0.593,32,0.396,0.194,3,0.286,0.563,0.031,1
0.773,38,0.329,0.36,3,0.136,0.705,0.864,7
0.643,33,0.462,0.253,3,0.308,0.217,0.258,1
0.756,38,0.334,0.342,3,0.021,0.815,0.797,7
0.517,22,0.265,0.331,3,0.068,0.524,0.208,1
0.544,23,0.255,0.208,3,0.129,0.717,0.906,2
0.465,13,0.352,0.245,3,0.021,0.476,0.172,2
0.727,22,0.38,0.105,3,0.172,0.748,0.786,1
0.761,32,0.369,0.151,3,0.258,0.728,0.675,1
0.757,38,0.338,0.345,3,0,0.803,0.797,7
0.507,13,0.198,0.379,3,0.03,0.61,0.494,2
0.555,13,0.218,0.146,3,0.086,0.713,0.572,2
0.696,22,0.396,0.067,3,0.183,0.728,0.681,1
0.701,31,0.474,0.28,3,0.542,0.787,0.781,1
0.7,23,0.12,0.255,1,0.193,0.551,0.194,1
0.6,33,0.292,0.243,3,0.275,0.209,0.178,2
0.585,33,0.298,0.251,3,0.308,0.465,0.069,2
0.601,33,0.366,0.214,3,0.408,0.768,0.875,1
0.76,38,0.347,0.35,3,0.021,0.768,0.836,7
0.706,23,0.14,0.264,1,0.192,0.512,0.358,1
0.765,38,0.351,0.356,3,0.048,0.752,0.847,7
0.666,33,0.486,0.272,3,0.339,0.287,0.289,1
0.548,13,0.245,0.164,3,0.269,0.531,0.447,2
0.765,38,0.355,0.356,3,0.064,0.701,0.897,7
0.712,32,0.527,0.278,3,0.447,0.421,0.156,1
0.576,33,0.279,0.208,3,0.24,0.87,0.836,2
0.778,38,0.359,0.371,3,0.122,0.728,0.861,7
0.691,32,0.506,0.285,3,0.356,0.291,0.292,1
0.71,38,0.164,0.289,1,0.155,0.559,0.222,1
0.701,23,0.114,0.274,1,0.086,0.555,0.083,1
0.543,23,0.262,0.167,3,0.308,0.587,0.375,2
0.687,23,0.429,0.047,3,0.116,0.654,0.55,1
0.683,22,0.076,0.273,1,0.068,0.413,0.267,1
0.681,32,0.434,0.045,3,0.107,0.638,0.531,1
0.686,22,0.081,0.277,1,0.061,0.425,0.317,1
0.771,32,0.405,0.251,3,0.258,0.531,0.447,1
0.541,31,0.312,0.242,3,0.152,0.409,0.289,2
0.611,24,0.308,0.352,3,0.425,0.461,0.083,1
0.543,24,0.232,0.391,3,0.185,0.335,0.114,1
0.484,33,0.308,0.202,3,0.048,0.736,0.889,1
0.52,24,0.194,0.418,3,0.077,0.433,0.072,1
0.665,22,0.048,0.297,1,0.096,0.488,0.169,1
0.54,23,0.279,0.135,3,0.204,0.52,0.072,1
0.623,24,0.312,0.357,3,0.441,0.386,0.106,1
0.582,33,0.253,0.386,3,0.289,0.299,0.219,1
0.486,13,0.299,0.197,3,0.048,0.835,0.794,2
0.604,23,0.349,0.129,3,0.021,0.571,0.022,1
0.513,33,0.296,0.178,3,0.183,0.72,0.911,1
0.527,33,0.298,0.169,3,0.273,0.76,0.847,1
0.716,23,0.448,0.113,3,0.152,0.681,0.625,1
0.755,32,0.426,0.278,3,0.125,0.488,0.392,1
0.589,23,0.456,0.328,3,0.048,0.35,0.325,2
0.567,24,0.237,0.403,3,0.258,0.409,0.108,1
0.669,22,0.057,0.31,1,0.156,0.524,0.092,1
0.613,24,0.389,0.344,3,0.192,0.811,0.853,1
0.609,23,0.344,0.121,3,0.086,0.685,0.922,1
0.678,22,0.072,0.318,1,0.177,0.531,0.106,1
0.544,24,0.169,0.456,3,0.107,0.516,0.039,1
0.712,38,0.157,0.335,1,0.107,0.583,0.028,1
0.52,13,0.278,0.168,3,0.129,0.921,0.808,2
0.645,24,0.39,0.075,3,0.043,0.791,0.811,1
0.724,32,0.455,0.153,3,0.251,0.689,0.564,2
0.728,32,0.453,0.161,3,0.231,0.587,0.5,2
0.65,32,0.315,0.153,3,0.213,0.583,0.389,1
0.591,23,0.474,0.348,3,0,0.496,0.342,1
0.585,23,0.445,0.351,3,0.03,0.551,0.194,1
0.696,33,0.538,0.354,3,0.266,0.154,0.208,1
0.558,31,0.242,0.082,3,0.258,0.697,0.894,2
0.615,13,0.283,0.117,3,0.532,0.827,0.669,2
0.622,33,0.41,0.373,3,0.144,0.799,0.875,1
0.61,24,0.427,0.375,3,0.096,0.791,0.869,1
0.516,31,0.249,0.193,3,0,0.48,0.094,2
0.742,38,0.473,0.299,3,0.086,0.528,0.078,1
0.677,33,0.382,0.387,3,0.299,0.705,0.925,1
0.575,24,0.145,0.484,3,0.236,0.61,0.986,1
0.635,23,0.055,0.308,1,0.107,0.555,0.169,1
0.539,31,0.247,0.213,3,0.089,0.472,0.217,1
0.678,24,0.393,0.118,3,0.279,0.736,0.725,1
0.677,33,0.532,0.378,3,0.215,0.169,0.308,1
0.579,31,0.208,0.059,3,0.408,0.543,0.039,1
0.528,32,0.236,0.189,3,0.043,0.61,0.992,2
0.734,32,0.485,0.269,3,0.089,0.732,0.817,1
0.595,23,0.475,0.386,3,0.03,0.606,0,1
0.63,23,0.067,0.299,1,0.043,0.504,0.411,1
0.518,33,0.232,0.173,3,0.091,0.283,0.203,2
0.5,13,0.233,0.124,3,0.152,0.811,0.689,2
0.667,24,0.364,0.122,3,0.271,0.681,0.586,2
0.673,32,0.4,0.139,3,0.193,0.614,0.511,2
0.597,23,0.48,0.39,3,0.043,0.583,0.039,1
0.63,23,0.072,0.298,1,0.021,0.433,0.339,1
0.632,22,0.06,0.265,1,0.096,0.504,0.403,1
0.611,24,0.116,0.433,3,0.304,0.579,0.006,2
0.64,32,0.297,0.132,3,0.38,0.594,0.494,2
0.772,39,0.529,0.436,3,0.204,0.244,0.361,7
0.752,39,0.539,0.428,3,0.193,0.465,0.453,7
0.565,33,0.225,0.198,3,0.122,0.331,0.175,1
0.508,33,0.219,0.159,3,0.11,0.22,0.183,2
0.61,13,0.245,0.079,3,0.369,0.854,0.761,2
0.637,32,0.274,0.131,3,0.429,0.559,0.469,2
0.788,39,0.518,0.453,3,0.273,0.469,0.403,7
0.771,40,0.227,0.409,1,0.163,0.555,0.344,7
0.624,23,0.084,0.281,1,0.021,0.606,0.489,1
0.586,32,0.225,0.182,3,0.168,0.445,0.108,1
0.657,32,0.349,0.139,3,0.193,0.717,0.592,2
0.681,23,0.447,0.195,3,0.03,0.776,0.753,1
0.787,39,0.52,0.458,3,0.275,0.425,0.375,7
0.604,23,0.488,0.406,3,0,0.638,0.95,1
0.661,31,0.337,0.435,3,0.581,0.488,0.117,1
0.614,31,0.14,0.448,3,0.231,0.626,0.519,1
0.617,31,0.117,0.421,3,0.261,0.63,0.539,2
0.768,38,0.219,0.409,1,0.211,0.614,0.506,7
0.766,38,0.212,0.406,1,0.231,0.535,0.408,7
0.764,38,0.205,0.404,1,0.236,0.567,0.447,7
0.761,38,0.195,0.401,1,0.236,0.594,0.469,7
0.755,38,0.511,0.302,3,0.269,0.673,0.633,7
0.768,40,0.511,0.321,3,0.339,0.693,0.7,7
0.784,39,0.524,0.462,3,0.262,0.421,0.356,7
0.678,33,0.423,0.418,3,0.269,0.882,0.822,1
0.657,31,0.327,0.443,3,0.524,0.512,0.097,1
0.783,40,0.264,0.431,1,0.11,0.504,0.333,7
0.764,38,0.214,0.41,1,0.215,0.531,0.425,7
0.621,23,0.084,0.251,1,0.043,0.602,0.475,1
0.563,13,0.225,0.07,3,0.245,0.874,0.65,2
0.625,32,0.266,0.127,3,0.425,0.555,0.397,2
0.63,32,0.303,0.113,3,0.211,0.701,0.592,2
0.735,32,0.514,0.273,3,0.237,0.713,0.706,1
0.768,40,0.515,0.318,3,0.36,0.701,0.7,7
0.799,39,0.523,0.472,3,0.308,0.307,0.308,7
0.754,33,0.539,0.455,3,0.152,0.252,0.422,7
0.692,31,0.4,0.426,3,0.395,0.559,0.278,1
0.621,23,0.095,0.263,1,0,0.587,0.403,1
0.608,32,0.228,0.148,3,0.258,0.618,0.986,2
0.635,32,0.247,0.098,3,0.537,0.571,0.453,2
0.736,32,0.518,0.271,3,0.211,0.74,0.722,1
0.791,39,0.528,0.473,3,0.279,0.22,0.292,7
0.759,33,0.539,0.462,3,0.168,0.169,0.361,7
0.705,33,0.555,0.449,3,0.086,0.378,0.467,7
0.681,31,0.373,0.437,3,0.517,0.535,0.225,1
0.635,31,0.223,0.487,3,0.266,0.567,0.039,1
0.766,40,0.254,0.432,1,0.177,0.413,0.417,7
0.762,40,0.25,0.43,1,0.183,0.417,0.419,7
0.61,32,0.228,0.142,3,0.275,0.634,0.961,2
0.574,33,0.207,0.194,3,0.077,0.327,0.308,1
0.573,32,0.198,0.173,3,0.107,0.606,0.981,2
0.655,23,0.392,0.173,3,0.021,0.618,0.506,1
0.689,23,0.447,0.216,3,0.136,0.76,0.736,1
0.758,38,0.526,0.301,3,0.275,0.701,0.636,7
0.8,39,0.529,0.481,3,0.313,0.378,0.303,7
0.778,39,0.535,0.473,3,0.231,0.417,0.325,7
0.691,33,0.568,0.447,3,0.064,0.528,0.494,7
0.69,33,0.57,0.446,3,0.064,0.496,0.481,7
0.622,23,0.105,0.261,1,0.061,0.555,0.169,1
0.611,31,0.218,0.108,3,0.435,0.76,0.808,2
0.567,32,0.194,0.16,3,0.173,0.252,0.136,2
0.665,23,0.407,0.188,3,0.043,0.724,0.8,1
0.735,32,0.514,0.264,3,0.173,0.709,0.7,1
0.745,38,0.528,0.283,3,0.173,0.677,0.583,7
0.787,39,0.536,0.481,3,0.266,0.213,0.275,7
0.78,39,0.538,0.479,3,0.245,0.311,0.281,7
0.735,33,0.549,0.468,3,0.125,0,0.325,7
0.76,40,0.265,0.443,1,0.204,0.469,0.408,7
0.696,22,0.158,0.384,1,0.215,0.469,0.422,1
0.565,23,0.038,0.209,1,0.198,0.5,0.392,1
0.755,38,0.534,0.295,3,0.251,0.724,0.675,7
0.765,40,0.53,0.308,3,0.347,0.736,0.675,7
0.776,39,0.543,0.481,3,0.219,0.378,0.272,7
0.681,33,0.568,0.459,3,0.021,0.531,0.353,7
0.651,22,0.576,0.436,3,0.064,0.319,0.308,1
0.627,24,0.506,0.431,3,0.061,0.614,0.981,1
0.764,33,0.551,0.481,3,0.173,0.185,0.286,7
0.702,33,0.562,0.471,3,0.048,0.287,0.35,7
0.682,22,0.57,0.465,3,0,0.465,0.258,7
0.598,13,0.212,0.045,3,0.346,0.732,0.586,2
0.738,38,0.523,0.263,3,0.086,0.618,0.514,7
0.756,38,0.543,0.291,3,0.251,0.693,0.769,7
0.762,33,0.554,0.485,3,0.172,0.157,0.286,7
0.673,22,0.582,0.463,3,0.021,0.587,0.436,7
0.671,22,0.588,0.459,3,0.021,0.559,0.433,7
0.621,23,0.116,0.231,1,0.122,0.531,0.186,1
0.74,38,0.534,0.269,3,0.107,0.724,0.703,7
0.773,39,0.555,0.492,3,0.215,0.311,0.3,7
0.675,22,0.581,0.47,3,0.043,0.441,0.131,7
0.639,22,0.57,0.447,3,0,0.465,0.225,1
0.602,23,0.092,0.211,1,0.213,0.591,0.25,1
0.755,38,0.551,0.282,3,0.219,0.693,0.781,7
0.733,33,0.566,0.489,3,0.136,0,0.281,7
0.695,31,0.391,0.464,3,0.531,0.551,0.061,1
0.802,40,0.312,0.479,1,0.283,0.264,0.314,7
0.747,38,0.267,0.458,1,0.136,0.516,0.203,7
0.639,22,0.133,0.275,1,0.021,0.638,0.944,1
0.622,23,0.292,0.082,3,0,0.685,0.778,1
0.697,23,0.453,0.218,3,0.213,0.701,0.669,1
0.748,38,0.539,0.27,3,0.152,0.756,0.761,7
0.613,23,0.205,0.452,3,0.064,0.567,0.386,1
0.829,40,0.329,0.49,1,0.283,0.118,0.306,7
0.748,38,0.27,0.462,1,0.13,0.492,0.242,7
0.728,38,0.244,0.452,1,0.021,0.524,0.339,7
0.553,13,0.194,0.025,3,0.231,0.768,0.603,2
0.724,33,0.575,0.495,3,0.137,0.346,0.231,7
0.638,24,0.533,0.456,3,0.096,0.63,0.969,1
0.844,40,0.338,0.498,1,0.301,0.083,0.308,7
0.729,38,0.25,0.457,1,0,0.492,0.267,7
0.63,22,0.139,0.246,1,0.107,0.614,0.506,1
0.492,33,0.161,0.094,3,0.168,0.319,0.147,2
0.69,23,0.432,0.205,3,0.211,0.591,0.017,1
0.686,24,0.471,0.463,3,0.31,0.783,0.875,1
0.627,33,0.241,0.445,3,0.061,0.472,0.378,1
0.608,23,0.2,0.444,3,0.021,0.547,0.25,1
0.823,40,0.333,0.498,1,0.322,0.154,0.303,7
0.649,23,0.159,0.324,1,0.168,0.559,0.422,1
0.64,22,0.148,0.276,1,0.096,0.555,0.403,1
0.596,23,0.176,0.116,3,0.515,0.768,0.825,2
0.738,32,0.521,0.253,3,0.096,0.736,0.775,1
0.782,40,0.311,0.489,1,0.24,0.358,0.294,7
0.752,38,0.284,0.476,1,0.177,0.5,0.189,7
0.742,38,0.272,0.471,1,0.096,0.492,0.172,7
0.51,33,0.152,0.097,3,0.211,0.335,0.114,2
0.586,13,0.192,0.056,3,0.396,0.823,0.694,2
0.596,13,0.214,0.089,3,0.258,0.535,0.433,1
0.756,38,0.54,0.266,3,0.224,0.728,0.828,7
0.788,33,0.568,0.526,3,0.125,0.331,0.347,7
0.755,38,0.29,0.482,1,0.204,0.484,0.167,7
0.753,38,0.287,0.48,1,0.183,0.496,0.167,7
0.751,38,0.284,0.479,1,0.163,0.465,0.183,7
0.738,38,0.268,0.466,1,0.077,0.461,0.219,7
0.603,22,0.115,0.204,1,0.116,0.504,0.425,1
0.62,33,0.182,0.133,3,0.422,0.724,0.917,2
0.694,23,0.446,0.201,3,0.107,0.681,0.672,1
0.808,33,0.564,0.541,3,0.173,0.445,0.414,7
0.618,23,0.228,0.431,3,0.03,0.555,0.067,1
0.843,40,0.351,0.514,1,0.322,0.055,0.281,7
0.749,38,0.284,0.48,1,0.155,0.465,0.172,7
0.746,38,0.28,0.476,1,0.137,0.488,0.175,7
0.622,22,0.146,0.234,1,0.125,0.555,0.419,1
0.604,22,0.119,0.206,1,0.091,0.476,0.414,1
0.704,32,0.473,0.214,3,0.021,0.76,0.675,1
0.75,33,0.587,0.521,3,0.077,0.406,0.319,7
0.745,33,0.589,0.519,3,0.091,0.315,0.289,7
0.703,40,0.469,0.48,3,0.405,0.701,0.917,2
0.792,38,0.329,0.505,1,0.203,0.35,0.297,7
0.77,38,0.312,0.497,1,0.172,0.417,0.297,7
0.753,38,0.289,0.483,1,0.185,0.488,0.144,7
0.665,22,0.195,0.355,1,0.03,0.366,0.269,1
0.767,38,0.541,0.263,3,0.288,0.72,0.867,7
0.816,33,0.565,0.561,3,0.144,0.472,0.453,7
0.794,33,0.573,0.546,3,0.136,0.425,0.422,7
0.719,32,0.387,0.462,3,0.344,0.484,0.119,7
0.773,38,0.318,0.503,1,0.152,0.39,0.25,7
0.737,38,0.277,0.462,1,0.136,0.406,0.286,7
0.732,38,0.271,0.454,1,0.129,0.488,0.375,7
0.587,23,0.089,0.18,1,0.259,0.567,0.364,1
0.565,22,0.025,0.158,1,0.096,0.535,0.169,1
0.647,32,0.181,0.157,3,0.304,0.496,0.153,2
0.637,32,0.185,0.163,3,0.261,0.236,0.208,1
0.56,13,0.171,0.038,3,0.352,0.866,0.697,2
0.653,23,0.361,0.152,3,0.021,0.63,0.528,1
0.781,33,0.581,0.544,3,0.11,0.441,0.389,7
0.7,24,0.495,0.486,3,0.369,0.74,0.903,7
0.727,32,0.418,0.473,3,0.367,0.524,0.05,7
0.725,32,0.396,0.462,3,0.329,0.571,0.036,7
0.687,39,0.352,0.443,3,0.203,0.366,0.325,7
0.63,23,0.276,0.422,3,0,0.575,0.103,1
0.703,32,0.409,0.176,3,0.183,0.736,0.75,1
0.78,33,0.584,0.55,3,0.122,0.496,0.422,7
0.752,33,0.593,0.539,3,0,0.398,0.367,7
0.698,40,0.509,0.49,3,0.346,0.673,0.942,7
0.695,39,0.362,0.442,3,0.213,0.319,0.283,7
0.621,32,0.158,0.309,3,0.319,0.772,0.858,1
0.81,39,0.346,0.522,1,0.203,0.201,0.225,7
0.79,38,0.336,0.517,1,0.152,0.303,0.247,7
0.784,38,0.333,0.515,1,0.137,0.335,0.258,7
0.774,38,0.323,0.51,1,0.11,0.449,0.256,7
0.76,38,0.298,0.479,1,0.163,0.512,0.144,7
0.731,38,0.28,0.455,1,0.173,0.398,0.286,7
0.616,23,0.136,0.229,1,0.129,0.492,0.331,1
0.642,32,0.176,0.166,3,0.279,0.382,0.242,1
0.485,32,0.143,0.044,3,0.021,0.295,0.183,2
0.785,33,0.581,0.564,3,0.064,0.449,0.433,7
0.697,40,0.522,0.494,3,0.298,0.638,0.961,7
0.713,40,0.495,0.495,3,0.417,0.697,0.922,7
0.723,32,0.393,0.451,3,0.28,0.398,0.25,7
0.712,39,0.378,0.444,3,0.259,0.472,0.278,7
0.614,31,0.202,0.413,3,0.172,0.528,0.097,1
0.862,40,0.37,0.537,1,0.236,0.276,0.264,7
0.704,32,0.464,0.198,3,0.11,0.831,0.786,1
0.798,33,0.58,0.577,3,0.096,0.461,0.408,7
0.773,33,0.592,0.557,3,0.096,0.539,0.436,7
0.7,40,0.532,0.498,3,0.275,0.61,0.983,7
0.709,40,0.504,0.499,3,0.404,0.724,0.897,7
0.718,40,0.493,0.5,3,0.447,0.689,0.911,7
0.723,40,0.481,0.495,3,0.455,0.677,0.919,7
0.742,32,0.454,0.479,3,0.394,0.709,0.869,7
0.735,32,0.421,0.46,3,0.299,0.543,0.111,7
0.847,40,0.365,0.537,1,0.219,0.154,0.233,7
0.805,39,0.348,0.528,1,0.163,0.165,0.203,7
0.764,38,0.313,0.488,1,0.096,0.575,0.156,7
0.731,38,0.286,0.452,1,0.13,0.406,0.194,7
0.606,23,0.121,0.211,1,0.089,0.52,0.272,1
0.583,23,0.221,0.03,3,0,0.791,0.786,1
0.762,38,0.512,0.234,3,0.273,0.768,0.814,7
0.771,33,0.596,0.561,3,0.089,0.547,0.439,7
0.741,32,0.46,0.478,3,0.384,0.748,0.814,7
0.767,38,0.322,0.495,1,0.061,0.531,0.244,7
0.76,38,0.307,0.475,1,0.107,0.449,0.342,7
0.746,38,0.298,0.463,1,0.125,0.346,0.278,7
0.764,38,0.51,0.231,3,0.289,0.772,0.814,7
0.768,23,0.599,0.567,3,0.064,0.598,0.489,7
0.71,40,0.543,0.506,3,0.273,0.563,0.008,7
0.71,40,0.539,0.506,3,0.289,0.587,0.994,7
0.729,40,0.485,0.489,3,0.414,0.681,0.914,7
0.733,40,0.473,0.481,3,0.395,0.705,0.881,7
0.634,31,0.25,0.397,3,0.192,0.559,0.036,1
0.76,38,0.313,0.478,1,0.077,0.484,0.344,7
0.757,38,0.31,0.474,1,0.086,0.437,0.336,7
0.732,38,0.289,0.446,1,0.086,0.441,0.153,7
0.481,23,0.139,0.034,3,0.061,0.665,0.825,1
0.758,38,0.5,0.222,3,0.275,0.76,0.792,7
0.795,40,0.581,0.413,3,0.453,0.654,0.547,7
0.753,23,0.609,0.561,3,0.048,0.413,0.339,7
0.686,22,0.654,0.525,3,0.043,0.39,0.272,1
0.731,40,0.486,0.485,3,0.395,0.685,0.919,7
0.733,40,0.483,0.483,3,0.387,0.697,0.911,7
0.736,40,0.475,0.478,3,0.375,0.681,0.917,7
0.738,32,0.427,0.449,3,0.24,0.465,0.3,7
0.722,39,0.405,0.438,3,0.198,0.394,0.342,7
0.775,38,0.34,0.509,1,0.043,0.39,0.189,7
0.575,22,0.017,0.126,1,0.144,0.559,0.031,1
0.729,32,0.476,0.201,3,0.231,0.874,0.694,7
0.721,40,0.538,0.514,3,0.334,0.587,0.992,7
0.724,40,0.515,0.5,3,0.429,0.646,0.958,7
0.739,40,0.477,0.475,3,0.354,0.661,0.942,7
0.75,32,0.458,0.463,3,0.308,0.713,0.789,7
0.744,39,0.44,0.452,3,0.258,0.488,0.339,7
0.741,39,0.436,0.45,3,0.245,0.492,0.35,7
0.725,39,0.414,0.438,3,0.192,0.441,0.386,7
0.722,39,0.411,0.436,3,0.183,0.425,0.383,7
0.662,33,0.359,0.413,3,0.061,0.295,0.308,1
0.837,40,0.365,0.537,1,0.168,0.264,0.231,7
0.809,39,0.356,0.524,1,0.129,0.043,0.208,7
0.761,38,0.325,0.484,1,0.021,0.524,0.347,7
0.592,22,0.078,0.166,1,0.096,0.661,0.836,1
0.556,13,0.16,0.088,3,0.107,0.543,0.444,1
0.629,23,0.304,0.101,3,0.03,0.654,0.625,2
0.783,40,0.598,0.6,3,0.136,0.469,0.411,7
0.777,23,0.6,0.596,3,0.096,0.445,0.389,7
0.774,23,0.601,0.593,3,0.077,0.457,0.397,7
0.766,23,0.606,0.586,3,0.043,0.52,0.35,7
0.722,23,0.634,0.552,3,0.068,0.654,0.625,7
0.726,40,0.536,0.51,3,0.364,0.575,0.003,7
0.726,40,0.532,0.507,3,0.38,0.583,0.997,7
0.749,32,0.464,0.462,3,0.298,0.713,0.839,7
0.645,24,0.274,0.386,3,0.211,0.551,0.061,1
0.822,40,0.362,0.528,1,0.152,0.102,0.219,7
0.726,39,0.289,0.43,1,0.021,0.406,0.181,7
0.607,30,0.104,0.201,1,0,0.429,0.172,1
0.567,22,0.055,0.131,1,0.077,0.52,0.386,1
0.63,32,0.101,0.193,3,0.203,0.63,0.919,2
0.554,23,0.182,0.05,3,0,0.65,0.567,1
0.696,31,0.45,0.178,3,0.129,0.799,0.764,1
0.784,33,0.594,0.409,3,0.399,0.646,0.536,7
0.785,33,0.593,0.413,3,0.387,0.634,0.528,7
0.779,33,0.588,0.456,3,0.24,0.441,0.389,7
0.768,33,0.587,0.472,3,0.163,0.504,0.431,7
0.771,33,0.586,0.496,3,0.048,0.642,0.536,7
0.769,23,0.606,0.595,3,0.077,0.512,0.394,7
0.735,23,0.63,0.563,3,0.043,0.421,0.278,7
0.731,40,0.53,0.501,3,0.41,0.602,0.986,7
0.732,40,0.526,0.499,3,0.425,0.614,0.978,7
0.734,40,0.518,0.493,3,0.399,0.626,0.969,7
0.702,39,0.404,0.423,3,0.129,0.433,0.397,1
0.653,23,0.357,0.402,3,0,0.598,0.219,1
0.557,22,0.046,0.117,1,0.021,0.642,0.958,1
0.631,32,0.099,0.198,3,0.173,0.657,0.933,2
0.549,13,0.146,0.085,3,0.136,0.657,0.544,2
0.637,23,0.316,0.125,3,0.077,0.795,0.808,1
0.779,33,0.599,0.403,3,0.396,0.646,0.536,7
0.782,33,0.596,0.419,3,0.346,0.642,0.533,7
0.765,33,0.591,0.471,3,0.155,0.524,0.442,7
0.773,35,0.59,0.511,3,0.021,0.732,0.633,7
0.769,23,0.609,0.601,3,0.107,0.504,0.364,7
0.756,23,0.62,0.584,3,0.021,0.512,0.369,7
0.737,40,0.535,0.501,3,0.41,0.583,0.997,7
0.574,23,0.101,0.21,2,0.089,0.654,0.897,1
0.618,32,0.089,0.155,3,0.392,0.437,0.211,2
0.774,33,0.603,0.402,3,0.38,0.646,0.536,7
0.779,33,0.6,0.422,3,0.317,0.65,0.542,7
0.763,33,0.594,0.486,3,0.068,0.681,0.578,7
0.771,35,0.594,0.51,3,0.03,0.728,0.631,7
0.749,23,0.629,0.581,3,0.03,0.555,0.078,7
0.743,40,0.53,0.492,3,0.395,0.618,0.975,7
0.744,40,0.518,0.484,3,0.352,0.614,0.978,7
0.751,40,0.492,0.466,3,0.286,0.642,0.961,7
0.661,33,0.375,0.4,3,0.043,0.453,0.286,1
0.627,23,0.155,0.264,1,0.061,0.626,0.972,1
0.574,22,0.054,0.142,1,0.043,0.551,0.422,1
0.604,32,0.085,0.141,3,0.475,0.406,0.169,2
0.755,32,0.503,0.219,3,0.356,0.661,0.553,1
0.756,38,0.611,0.322,3,0.554,0.539,0.458,7
0.761,38,0.615,0.361,3,0.461,0.61,0.506,7
0.768,33,0.61,0.385,3,0.404,0.657,0.547,7
0.769,33,0.608,0.397,3,0.375,0.638,0.531,7
0.769,35,0.599,0.509,3,0.043,0.72,0.633,7
0.756,23,0.623,0.598,3,0.021,0.52,0.386,7
0.748,40,0.597,0.538,3,0.269,0.563,0.014,7
0.745,40,0.574,0.521,3,0.327,0.547,0.022,7
0.746,40,0.558,0.509,3,0.369,0.587,0.997,7
0.746,40,0.547,0.5,3,0.41,0.598,0.992,7
0.747,40,0.535,0.492,3,0.395,0.622,0.975,7
0.646,31,0.247,0.37,3,0.368,0.587,0.017,1
0.631,32,0.202,0.306,3,0.486,0.677,0.906,1
0.58,22,0.063,0.151,1,0,0.508,0.339,1
0.573,23,0.051,0.139,1,0.021,0.539,0.408,1
0.561,23,0.038,0.116,1,0,0.626,0.975,1
0.561,23,0.105,0.167,2,0.021,0.724,0.825,1
0.541,23,0.152,0.076,3,0,0.709,0.608,1
0.687,32,0.364,0.123,3,0.279,0.657,0.561,1
0.754,38,0.606,0.317,3,0.524,0.535,0.45,7
0.753,38,0.61,0.321,3,0.542,0.563,0.464,7
0.754,38,0.618,0.328,3,0.537,0.646,0.536,7
0.758,33,0.604,0.456,3,0.168,0.394,0.383,7
0.754,40,0.614,0.544,3,0.213,0.559,0.994,7
0.753,40,0.602,0.539,3,0.262,0.555,0.019,7
0.631,23,0.286,0.102,3,0.086,0.705,0.892,1
0.753,38,0.624,0.343,3,0.472,0.618,0.514,7
0.755,33,0.623,0.362,3,0.413,0.63,0.525,7
0.756,33,0.621,0.37,3,0.394,0.642,0.536,7
0.767,33,0.61,0.438,3,0.203,0.469,0.431,1
0.751,33,0.608,0.463,3,0.122,0.591,0.489,7
0.751,33,0.608,0.471,3,0.091,0.634,0.528,7
0.758,35,0.607,0.495,3,0,0.697,0.639,7
0.756,40,0.592,0.527,3,0.327,0.567,0.011,7
