"Elevation","Soil_Type","Horizontal_Distance_To_Roadways","Horizontal_Distance_To_Fire_Points","Area_Of_Wilderness","Horizontal_Distance_To_Hydrology","Hillshade_3pm","Aspect","Cover_Type"
0.237,10,0.168,0.182,4,0.183,0.496,0.019,3
0.308,20,0.104,0.227,3,0,0.618,0.978,6
0.686,33,0.238,0.347,3,0.211,0.193,0.183,1
0.638,24,0.158,0.217,2,0.163,0.732,0.794,1
0.557,16,0.451,0.912,1,0.048,0.594,0.467,2
0.635,29,0.238,0.384,1,0.243,0.331,0.278,1
0.453,31,0.144,0.097,3,0.091,0.528,0.069,2
0.531,24,0.085,0.269,3,0.043,0.76,0.867,2
0.477,29,0.338,0.311,1,0.258,0.74,0.881,2
0.374,29,0.133,0.499,1,0.213,0.461,0.239,2
0.58,29,0.822,0.506,1,0.562,0.614,0.511,2
0.455,29,0.301,0.394,1,0.089,0.677,0.9,2
0.619,22,0.723,0.385,1,0.183,0.539,0.083,1
0.514,12,0.389,0.326,1,0.203,0.705,0.711,2
0.657,23,0.045,0.309,3,0.371,0.697,0.625,2
0.816,40,0.169,0.101,2,0.346,0.425,0.317,7
0.612,23,0.38,0.491,1,0,0.476,0.347,1
0.691,39,0.414,0.357,1,0,0.5,0.131,7
0.7,38,0.515,0.535,1,0.068,0.551,0.225,7
0.6,23,0.227,0.172,1,0.414,0.571,0.239,1
0.387,17,0.326,0.357,3,0.021,0.724,0.808,6
0.658,13,0.478,0.175,3,0.432,0.811,0.639,2
0.57,12,0.627,0.681,1,0.339,0.689,0.731,2
0.636,30,0.693,0.406,1,0.289,0.512,0.061,1
0.452,29,0.259,0.364,1,0.043,0.685,0.919,2
0.528,32,0.194,0.227,3,0.41,0.417,0.2,2
0.686,31,0.292,0.274,3,0.382,0.693,0.675,1
0.443,29,0.371,0.639,1,0.061,0.461,0.275,2
0.591,12,0.806,0.787,1,0.608,0.701,0.825,2
0.584,12,0.809,0.802,1,0.602,0.669,0.658,2
0.689,29,0.165,0.345,1,0.515,0.307,0.378,1
0.581,22,0.032,0.081,1,0.168,0.614,0,1
0.297,6,0.131,0.142,4,0.339,0.512,0.083,3
0.693,32,0.603,0.08,3,0.183,0.709,0.858,1
0.494,12,0.42,0.602,1,0.137,0.409,0.206,2
0.633,33,0.358,0.447,3,0.298,0.575,0.497,2
0.475,33,0.177,0.155,3,0.136,0.591,0.992,2
0.705,22,0.188,0.403,1,0.107,0.409,0.383,1
0.642,22,0.7,0.147,1,0.048,0.512,0.047,1
0.7,23,0.635,0.18,1,0.086,0.457,0.156,1
0.622,22,0.075,0.116,2,0.237,0.63,0.969,1
0.684,31,0.29,0.273,3,0.352,0.685,0.611,1
0.615,22,0.609,0.139,1,0.048,0.811,0.836,1
0.266,10,0.188,0.059,4,0.308,0.673,0.942,3
0.47,12,0.434,0.924,1,0.251,0.555,0.25,2
0.739,38,0.389,0.183,3,0.538,0.713,0.597,7
0.774,40,0.217,0.126,3,0.435,0.425,0.231,7
0.518,12,0.504,0.448,1,0.292,0.673,0.786,2
0.648,22,0.098,0.201,2,0.451,0.591,0.353,1
0.539,29,0.736,0.503,1,0.089,0.657,0.578,2
0.602,33,0.289,0.279,3,0.43,0.256,0.175,1
0.568,29,0.46,0.268,1,0.089,0.654,0.944,2
0.609,23,0.203,0.439,3,0,0.551,0.167,1
0.31,10,0.136,0.09,4,0.086,0.87,0.783,6
0.673,33,0.192,0.202,3,0.563,0.783,0.844,1
0.667,22,0.237,0.594,2,0.107,0.669,0.55,1
0.669,22,0.143,0.105,1,0.251,0.516,0.053,1
0.689,22,0.633,0.395,1,0.289,0.626,0.875,1
0.693,29,0.515,0.513,1,0.129,0.504,0.142,1
0.047,1,0.034,0.131,4,0.183,0.441,0.047,6
0.768,40,0.528,0.468,3,0.273,0.606,0.986,7
0.77,40,0.342,0.287,1,0.528,0.346,0.142,1
0.369,29,0.141,0.463,1,0.048,0.35,0.353,2
0.443,31,0.152,0.289,3,0.193,0.469,0.086,2
0.454,29,0.028,0.228,1,0.125,0.165,0.169,5
0.584,22,0.068,0.061,2,0.213,0.72,0.869,1
0.626,23,0.219,0.314,3,0.048,0.705,0.728,1
0.414,12,0.192,0.205,1,0.155,0.524,0.092,2
0.524,12,0.537,0.464,1,0.298,0.583,0.142,2
0.626,29,0.283,0.46,1,0.107,0.917,0.811,1
0.43,32,0.326,0.277,3,0.204,0.563,0.039,6
0.653,29,0.446,0.622,1,0.144,0.594,0.425,1
0.424,2,0.341,0.133,3,0.24,0.508,0.256,3
0.55,29,0.267,0.18,1,0.15,0.461,0.253,2
0.605,29,0.7,0.221,1,0.339,0.469,0.2,1
0.618,32,0.073,0.128,3,0.195,0.772,0.7,2
0.477,29,0.146,0.266,1,0.021,0.425,0.239,2
0.676,22,0.141,0.295,3,0.461,0.559,0.042,1
0.655,22,0.015,0.307,2,0.232,0.87,0.839,1
0.513,12,0.427,0.372,1,0.091,0.496,0.328,2
0.362,29,0.101,0.068,1,0.129,0.539,0.075,2
0.664,23,0.025,0.197,2,0.192,0.575,0.033,1
0.32,6,0.072,0.202,4,0.107,0.476,0.153,3
0.383,4,0.266,0.186,3,0.077,0.48,0.478,3
0.556,33,0.251,0.42,3,0.392,0.469,0.078,2
0.493,13,0.318,0.136,3,0.068,0.445,0.4,5
0.214,10,0.201,0.135,4,0.31,0.5,0.053,3
0.668,23,0.084,0.156,3,0.258,0.697,0.847,1
0.625,29,0.315,0.233,1,0.107,0.575,0.083,1
0.494,12,0.393,0.399,1,0.259,0.535,0.158,2
0.466,12,0.32,0.212,1,0.15,0.535,0.236,2
0.566,30,0.855,0.499,1,0.107,0.469,0.414,2
0.667,24,0.16,0.225,3,0.422,0.594,0.969,1
0.422,12,0.236,0.125,1,0.163,0.638,0.814,2
0.7,22,0.881,0.08,1,0.258,0.547,0.367,1
0.65,33,0.279,0.067,3,0.448,0.756,0.867,1
0.372,30,0.141,0.234,1,0.262,0.76,0.778,2
0.518,33,0.197,0.379,3,0.382,0.512,0.058,2
0.562,32,0.246,0.382,3,0.245,0.606,0.497,2
0.587,29,0.643,0.155,1,0.03,0.63,0.972,1
0.631,33,0.42,0.384,3,0.155,0.772,0.892,1
0.562,22,0.466,0.163,3,0.068,0.697,0.886,1
0.28,6,0.102,0.156,4,0.471,0.472,0.278,6
0.641,32,0.42,0.14,3,0.107,0.5,0.111,1
0.706,22,0.865,0.03,1,0.096,0.547,0.267,1
0.759,38,0.725,0.489,3,0.107,0.661,0.944,7
0.701,29,0.434,0.307,1,0.13,0.602,0.003,1
0.486,31,0.157,0.436,3,0.136,0.492,0.308,2
0.46,29,0.215,0.342,1,0.177,0.425,0.158,2
0.507,33,0.195,0.38,3,0.173,0.406,0.067,2
0.3,4,0.131,0.113,3,0.03,0.835,0.633,3
0.708,22,0.593,0.263,3,0.192,0.783,0.819,1
0.778,32,0.292,0.483,2,0.068,0.807,0.656,1
0.342,3,0.181,0.18,3,0.136,0.819,0.625,3
0.647,29,0.164,0.297,1,0.122,0.74,0.883,1
0.571,30,0.573,0.169,1,0.155,0.5,0.278,2
0.497,29,0.405,0.39,1,0.077,0.63,0.972,2
0.815,40,0.173,0.246,2,0.328,0.575,0.033,7
0.342,10,0.204,0.245,3,0.021,0.331,0.208,6
0.67,22,0.049,0.176,1,0.183,0.669,0.55,1
0.772,38,0.441,0.184,3,0.795,0.681,0.6,7
0.651,22,0.017,0.077,2,0.129,0.858,0.783,1
0.615,22,0.09,0.113,2,0.389,0.638,0.939,1
0.753,23,0.639,0.614,3,0.021,0.524,0.244,7
0.678,24,0.151,0.249,3,0.471,0.559,0.008,1
0.488,12,0.449,0.388,1,0.304,0.417,0.281,2
0.68,31,0.379,0.23,3,0.061,0.441,0.186,1
0.565,29,0.07,0.161,1,0.086,0.409,0.114,1
0.582,29,0.586,0.214,1,0.279,0.638,0.894,2
0.59,29,0.098,0.142,1,0.49,0.449,0.308,2
0.731,40,0.545,0.512,3,0.349,0.587,0.992,7
0.495,12,0.3,0.219,1,0.258,0.606,0.375,2
0.611,24,0.363,0.148,3,0.163,0.343,0.136,1
0.6,22,0.258,0.181,3,0.089,0.61,0.989,1
0.5,31,0.354,0.118,3,0.096,0.654,0.953,2
0.518,29,0.348,0.343,1,0.288,0.654,0.931,2
0.469,12,0.266,0.142,1,0.231,0.516,0.342,2
0.675,23,0.079,0.264,2,0.245,0.736,0.875,1
0.655,23,0.074,0.279,3,0.344,0.661,0.606,2
0.683,22,0.393,0.332,1,0.021,0.453,0.125,1
0.347,4,0.06,0.16,3,0.211,0.276,0.389,3
0.378,20,0.089,0.212,1,0,0.61,0.992,2
0.502,10,0.308,0.189,3,0.155,0.335,0.2,2
0.78,40,0.127,0.13,2,0.221,0.575,0.125,7
0.471,12,0.447,0.403,1,0.129,0.673,0.919,2
0.535,30,0.486,0.239,1,0.048,0.413,0.322,2
0.661,24,0.407,0.075,3,0.068,0.736,0.864,1
0.464,30,0.436,0.396,1,0.125,0.559,0.458,2
0.598,31,0.236,0.138,3,0.107,0.504,0.119,1
0.345,2,0.14,0.169,3,0.152,0.528,0.425,3
0.854,40,0.329,0.199,1,0.663,0.323,0.222,1
0.746,38,0.7,0.507,3,0.021,0.697,0.761,7
0.619,33,0.404,0.155,3,0.193,0.291,0.147,1
0.574,30,0.74,0.071,1,0.198,0.441,0.2,2
0.55,12,0.689,0.851,1,0.061,0.508,0.169,2
0.594,20,0.423,0.202,3,0.03,0.563,0.067,1
0.619,33,0.45,0.251,3,0.266,0.232,0.275,1
0.532,23,0.117,0.33,1,0.204,0.48,0.178,2
0.314,10,0.098,0.083,3,0.096,0.752,0.883,6
0.551,29,0.074,0.063,1,0.183,0.319,0.25,1
0.448,12,0.342,0.837,1,0.258,0.543,0.15,2
0.56,32,0.142,0.091,3,0.262,0.858,0.739,2
0.373,12,0.066,0.185,1,0.061,0.445,0.228,2
0.54,33,0.229,0.338,3,0.107,0.744,0.586,2
0.722,38,0.857,0.084,1,0.096,0.575,0.25,1
0.805,39,0.6,0.489,3,0.477,0.559,0.017,7
0.337,3,0.131,0.148,3,0.137,0.693,0.564,3
0.652,22,0.428,0.51,1,0.13,0.453,0.361,1
0.494,32,0.116,0.019,3,0.203,0.563,0.014,2
0.393,2,0.099,0.195,3,0.292,0.654,0.642,3
0.297,4,0.159,0.178,3,0.15,0.378,0.364,3
0.356,29,0.122,0.063,1,0.068,0.681,0.931,2
0.667,24,0.287,0.343,3,0.462,0.567,0.036,1
0.296,16,0.187,0.147,3,0.021,0.433,0.261,6
0.758,40,0.604,0.536,3,0.275,0.539,0.028,7
0.658,30,0.553,0.397,1,0.288,0.406,0.153,1
0.547,29,0.773,0.542,1,0.096,0.461,0.094,2
0.451,12,0.201,0.332,1,0.15,0.709,0.844,2
0.581,23,0.449,0.211,3,0.048,0.583,0.086,1
0.586,23,0.313,0.546,1,0.091,0.567,0.458,1
0.441,12,0.339,0.962,1,0.155,0.669,0.706,2
0.667,24,0.134,0.112,2,0.048,0.693,0.903,1
0.375,29,0.053,0.243,1,0.168,0.638,0.931,2
0.697,29,0.681,0.414,1,0.394,0.48,0.161,1
0.552,30,0.855,0.698,1,0.163,0.799,0.836,2
0.629,23,0.169,0.207,3,0.068,0.693,0.789,1
0.466,12,0.438,0.781,1,0.061,0.496,0.219,2
0.401,4,0.415,0.184,3,0.091,0.839,0.633,3
0.514,32,0.121,0.021,3,0.136,0.728,0.597,2
0.664,27,0.301,0.247,3,0.308,0.402,0.269,1
0.511,4,0.211,0.217,3,0.367,0.571,0.483,5
0.675,27,0.314,0.227,3,0.107,0.461,0.422,1
0.665,23,0.417,0.609,1,0.269,0.398,0.181,1
0.673,29,0.808,0.224,1,0.365,0.449,0.342,1
0.742,39,0.747,0.127,1,0.172,0.673,0.856,1
0.764,38,0.338,0.056,3,0.245,0.594,0.478,7
0.617,23,0.317,0.221,1,0.177,0.543,0.042,1
0.535,31,0.2,0.149,3,0.091,0.465,0.136,2
0.537,29,0.811,0.737,1,0.198,0.728,0.625,2
0.735,39,0.336,0.369,1,0.122,0.476,0.281,7
0.629,22,0.093,0.133,2,0.301,0.61,0,1
0.608,23,0.211,0.055,1,0.03,0.453,0.164,1
0.652,30,0.444,0.456,1,0.336,0.512,0.219,1
0.645,22,0.681,0.146,1,0.021,0.752,0.864,1
0.596,12,0.828,0.642,1,0.327,0.728,0.681,2
0.698,39,0.462,0.398,3,0.021,0.52,0.119,7
0.304,10,0.136,0.166,3,0.096,0.457,0.053,6
0.751,33,0.541,0.46,3,0.152,0.173,0.383,7
0.651,32,0.019,0.139,3,0.258,0.492,0.308,2
0.697,38,0.33,0.392,1,0.043,0.516,0.203,7
0.522,29,0.586,0.573,1,0.03,0.63,0.972,2
0.594,29,0.664,0.471,1,0.298,0.311,0.144,1
0.504,30,0.889,0.606,1,0.021,0.492,0.422,2
0.365,4,0.179,0.252,3,0.15,0.559,0.45,3
0.457,29,0.429,0.413,1,0.086,0.657,0.944,2
0.428,29,0.207,0.176,1,0.231,0.555,0.136,2
0.594,22,0.796,0.272,1,0.198,0.78,0.692,2
0.625,29,0.559,0.39,1,0.116,0.472,0.217,1
0.57,30,0.755,0.125,1,0.31,0.622,0.531,2
0.565,29,0.138,0.299,1,0.24,0.594,0.019,2
0.527,20,0.578,0.884,1,0.177,0.551,0.275,2
0.436,29,0.195,0.316,1,0.289,0.559,0.108,2
0.521,12,0.429,0.314,1,0.279,0.598,0.472,2
0.478,29,0.273,0.39,1,0.089,0.661,0.947,2
0.408,12,0.12,0.24,1,0.279,0.524,0.233,2
0.714,29,0.604,0.207,1,0.211,0.52,0.075,1
0.379,12,0.118,0.105,1,0.269,0.547,0.175,2
0.47,12,0.249,0.148,1,0.323,0.539,0.331,2
0.732,33,0.227,0.161,2,0.423,0.378,0.389,1
0.565,13,0.172,0.042,3,0.369,0.858,0.692,2
0.394,29,0.185,0.109,1,0.245,0.512,0.097,2
0.778,38,0.276,0.098,3,0.367,0.717,0.769,7
0.71,22,0.841,0.062,1,0.091,0.677,0.708,1
0.784,39,0.354,0.266,3,0.215,0.315,0.264,7
0.663,32,0.15,0.315,3,0.432,0.614,0.994,1
0.232,6,0.101,0.073,4,0.215,0.756,0.881,3
0.662,29,0.286,0.488,1,0.15,0.811,0.619,1
0.436,12,0.361,0.714,1,0.144,0.654,0.75,2
0.599,29,0.824,0.522,1,0.594,0.638,0.625,2
0.693,22,0.176,0.388,1,0.15,0.492,0.336,1
0.687,29,0.295,0.468,1,0.125,0.835,0.644,1
0.468,31,0.138,0.397,3,0.021,0.63,0.969,2
0.619,29,0.683,0.095,1,0.129,0.642,0.931,1
0.527,7,0.655,0.671,1,0.251,0.642,0.953,2
0.663,29,0.822,0.18,1,0.399,0.488,0.425,1
0.58,29,0.81,0.847,1,0.594,0.693,0.736,2
0.721,39,0.128,0.153,3,0.243,0.37,0.236,7
0.505,24,0.085,0.32,1,0.322,0.677,0.933,2
0.671,29,0.233,0.243,1,0.064,0.52,0.175,1
0.525,29,0.38,0.266,1,0.442,0.567,0,2
0.275,10,0.185,0.101,3,0.089,0.504,0.064,6
0.766,32,0.16,0.293,3,0.596,0.654,0.7,1
0.696,38,0.622,0.302,1,0.304,0.614,0.492,7
0.574,32,0.232,0.158,3,0.301,0.39,0.236,2
0.562,32,0.08,0.222,3,0.228,0.685,0.619,2
0.679,32,0.393,0.017,3,0.422,0.669,0.742,1
0.428,29,0.173,0.277,1,0.144,0.583,0.025,2
0.421,12,0.269,0.924,1,0.107,0.528,0.297,2
0.504,29,0.363,0.284,1,0.371,0.579,0,2
0.773,39,0.613,0.531,3,0.305,0.543,0.025,7
0.494,31,0.364,0.177,3,0.021,0.74,0.897,2
0.14,10,0.132,0.111,4,0.096,0.815,0.864,6
0.644,33,0.315,0.431,3,0.061,0.5,0.397,1
0.649,22,0.121,0.153,2,0.152,0.626,0.964,1
0.379,29,0.269,0.647,1,0,0.705,0.892,2
0.394,13,0.439,0.266,3,0.137,0.488,0.431,5
0.62,22,0.257,0.083,1,0.125,0.728,0.594,1
0.701,23,0.173,0.231,2,0.021,0.776,0.853,1
0.611,29,0.429,0.758,1,0.064,0.413,0.2,1
0.475,12,0.408,0.335,1,0.152,0.555,0.286,2
0.57,12,0.469,0.177,1,0.304,0.512,0.419,2
0.739,39,0.368,0.272,3,0.83,0.575,0.458,7
0.592,23,0.192,0.092,3,0.548,0.614,0,1
0.624,30,0.457,0.757,1,0.091,0.476,0.158,1
0.657,23,0.189,0.03,3,0.086,0.579,0.031,1
0.521,33,0.175,0.39,3,0.28,0.386,0.119,2
0.341,11,0.152,0.291,3,0.043,0.606,0,6
0.673,29,0.572,0.453,1,0.136,0.575,0.094,1
0.576,29,0.402,0.864,1,0.086,0.654,0.925,2
0.296,3,0.134,0.18,3,0.077,0.78,0.636,3
0.479,30,0.056,0.226,1,0.279,0.335,0.211,5
0.52,29,0.247,0.307,1,0.163,0.465,0.167,2
0.34,10,0.193,0.254,3,0.068,0.807,0.872,6
0.552,29,0.814,0.841,1,0.375,0.823,0.75,2
0.768,39,0.239,0.255,2,0.021,0.248,0.186,7
0.511,12,0.462,0.647,1,0.064,0.449,0.236,2
0.474,23,0.31,0.282,3,0.021,0.705,0.728,5
0.529,30,0.646,0.047,1,0.203,0.642,0.536,2
0.333,4,0.166,0.074,3,0.086,0.602,0.514,3
0.718,32,0.403,0.475,3,0.387,0.575,0.014,7
0.497,13,0.192,0.062,3,0.068,0.811,0.628,2
0.686,24,0.168,0.228,3,0.464,0.579,0.975,1
0.657,23,0.044,0.188,1,0.125,0.673,0.564,1
0.953,40,0.724,0.455,3,0.672,0.65,0.953,7
0.559,29,0.126,0.283,1,0.304,0.508,0.267,2
0.502,13,0.259,0.153,3,0.086,0.87,0.672,2
0.627,29,0.75,0.051,1,0.043,0.63,0.964,1
0.745,32,0.361,0.136,3,0.259,0.728,0.867,1
0.648,29,0.802,0.122,1,0.298,0.457,0.122,1
0.543,29,0.388,0.257,1,0.424,0.512,0.131,2
0.394,2,0.087,0.196,3,0.334,0.575,0.436,3
0.675,29,0.607,0.47,1,0.125,0.717,0.856,1
0.553,12,0.657,0.757,1,0.144,0.496,0.167,2
0.604,22,0.456,0.06,1,0.211,0.63,0.956,1
0.481,12,0.462,0.866,1,0.155,0.587,0.125,2
0.445,29,0.245,0.16,1,0.03,0.445,0.286,2
0.411,23,0.196,0.064,1,0.086,0.465,0.161,2
0.587,31,0.264,0.307,3,0.346,0.673,0.919,2
0.544,30,0.632,0.378,1,0.091,0.449,0.364,2
0.654,22,0.471,0.09,3,0.172,0.543,0.433,1
0.104,10,0.019,0.086,4,0.048,0.39,0.031,3
0.652,29,0.752,0.059,1,0.275,0.563,0.164,1
0.65,23,0.246,0.274,3,0.086,0.504,0.078,1
0.75,39,0.34,0.168,3,0.03,0.508,0.186,7
0.449,29,0.201,0.332,1,0.129,0.654,0.919,2
0.496,12,0.502,0.861,1,0.319,0.559,0.406,2
0.621,29,0.114,0.228,1,0.152,0.449,0.289,1
0.558,29,0.794,0.563,1,0.366,0.783,0.656,2
0.542,30,0.779,0.164,1,0.096,0.264,0.208,2
0.631,33,0.458,0.258,3,0.289,0.091,0.297,1
0.534,29,0.635,0.637,1,0.021,0.492,0.206,2
0.675,23,0.539,0.524,1,0.228,0.602,0.028,1
0.377,4,0.225,0.371,3,0.064,0.512,0.461,3
0.426,12,0.278,0.802,1,0.13,0.535,0.344,2
0.597,23,0.424,0.168,3,0.298,0.677,0.836,1
0.745,39,0.489,0.219,1,0.375,0.827,0.803,1
0.477,13,0.348,0.115,3,0.03,0.768,0.758,2
0.635,29,0.434,0.724,1,0.043,0.512,0.1,1
0.582,23,0.079,0.161,1,0.215,0.457,0.356,1
0.595,29,0.194,0.355,1,0.329,0.575,0.139,2
0.589,32,0.104,0.243,3,0.243,0.622,0.983,2
0.729,32,0.509,0.247,3,0,0.748,0.675,1
0.427,12,0.132,0.256,1,0.28,0.638,0.944,2
0.503,12,0.427,0.356,1,0.152,0.72,0.589,2
0.588,29,0.655,0.19,1,0.426,0.61,0.503,2
0.556,23,0.157,0.115,3,0.021,0.598,0.003,1
0.463,12,0.424,0.383,1,0.122,0.476,0.331,2
0.688,22,0.445,0.273,1,0.077,0.598,0.008,1
0.654,23,0.361,0.143,3,0.091,0.697,0.739,1
0.475,12,0.333,0.298,1,0.122,0.563,0.125,2
0.555,12,0.569,0.736,1,0.231,0.575,0.156,2
0.668,30,0.699,0.426,1,0.298,0.295,0.164,1
0.434,12,0.326,0.975,1,0.144,0.555,0.083,2
0.173,17,0.192,0.133,4,0,0.26,0.136,4
0.529,13,0.527,0.195,3,0.452,0.913,0.686,2
0.623,23,0.594,0.211,1,0.086,0.563,0.25,1
0.543,29,0.099,0.36,1,0.192,0.413,0.367,2
0.395,12,0.084,0.255,1,0.224,0.39,0.139,2
0.573,29,0.822,0.866,1,0.558,0.693,0.789,2
0.486,30,0.486,0.778,1,0.021,0.476,0.233,2
0.391,12,0.051,0.172,1,0.195,0.65,0.936,2
0.57,12,0.634,0.282,1,0.24,0.689,0.631,2
0.512,12,0.491,0.407,1,0.298,0.618,0.986,2
0.446,30,0.024,0.284,1,0.107,0.15,0.189,5
0.607,32,0.432,0.102,3,0.251,0.74,0.858,1
0.607,22,0.115,0.208,1,0.043,0.551,0.356,1
0.604,30,0.452,0.425,1,0.021,0.5,0.319,1
0.774,40,0.159,0.222,2,0.231,0.343,0.203,7
0.126,10,0.146,0.043,4,0.048,0.882,0.844,3
0.38,11,0.173,0.198,3,0.183,0.406,0.286,3
0.558,29,0.444,0.918,1,0.077,0.453,0.253,1
0.606,32,0.045,0.214,3,0.269,0.465,0.3,2
0.659,33,0.489,0.293,3,0.279,0.217,0.314,1
0.328,18,0.151,0.566,1,0.271,0.496,0.172,2
0.568,29,0.635,0.361,1,0,0.465,0.358,1
0.549,29,0.673,0.307,1,0.064,0.685,0.867,5
0.723,32,0.234,0.217,3,0.089,0.752,0.764,1
0.654,29,0.143,0.184,1,0.068,0.693,0.908,1
0.583,23,0.31,0.364,3,0.163,0.531,0.058,1
0.511,30,0.863,0.606,1,0.061,0.213,0.331,2
0.634,22,0.213,0.023,1,0.144,0.425,0.128,1
0.545,12,0.662,0.73,1,0.455,0.465,0.364,2
0.666,31,0.405,0.267,3,0.116,0.421,0.186,1
0.649,22,0.291,0.103,1,0.215,0.634,0.525,1
0.432,12,0.123,0.272,1,0.152,0.52,0.186,2
0.696,32,0.103,0.13,2,0.021,0.421,0.225,1
0.493,29,0.408,0.33,1,0.137,0.433,0.258,2
0.557,29,0.126,0.285,1,0.304,0.555,0.083,2
0.487,33,0.355,0.229,3,0.064,0.902,0.733,2
0.666,24,0.581,0.142,3,0.185,0.535,0.031,1
0.654,23,0.041,0.278,3,0.375,0.606,0.497,2
0.632,32,0.352,0.095,3,0.177,0.732,0.694,1
0.603,29,0.716,0.239,1,0.03,0.252,0.164,1
0.552,32,0.156,0.224,3,0.51,0.606,0.503,2
0.781,32,0.277,0.5,2,0.136,0.744,0.644,1
0.694,22,0.76,0.066,1,0.144,0.512,0.108,1
0.18,10,0.056,0.052,4,0.172,0.437,0.019,3
0.223,10,0.108,0.021,4,0.204,0.776,0.881,3
0.332,10,0.181,0.209,3,0.043,0.382,0.128,6
0.544,20,0.562,0.289,1,0.107,0.567,0.281,2
0.696,21,0.187,0.132,3,0.064,0.661,0.567,1
0.703,23,0.871,0.019,1,0,0.598,0.1,1
0.151,10,0.14,0.21,4,0.061,0.488,0.025,3
0.51,33,0.138,0.167,3,0.251,0.571,0.997,2
0.534,12,0.449,0.334,1,0.215,0.406,0.225,2
0.652,29,0.298,0.442,1,0.122,0.811,0.683,1
0.41,2,0.17,0.09,3,0.021,0.476,0.325,5
0.702,40,0.524,0.498,3,0.31,0.642,0.958,7
0.577,32,0.352,0.254,3,0.336,0.539,0.256,2
0.701,23,0.127,0.249,1,0.237,0.496,0.211,1
0.595,23,0.429,0.356,1,0.021,0.681,0.908,1
0.491,29,0.301,0.264,1,0.224,0.626,0.969,2
0.668,22,0.714,0.292,1,0.125,0.476,0.211,1
0.636,29,0.589,0.279,1,0.043,0.465,0.264,1
0.565,22,0.039,0.114,1,0.077,0.787,0.853,1
0.558,29,0.781,0.496,1,0.322,0.567,0.475,2
0.461,29,0.133,0.368,1,0.288,0.528,0.139,2
0.34,4,0.158,0.267,3,0.021,0.673,0.569,3
0.73,32,0.328,0.507,2,0.163,0.724,0.586,1
0.424,29,0.211,0.144,1,0.068,0.472,0.169,2
0.698,24,0.426,0.116,3,0.451,0.516,0.061,1
0.608,32,0.449,0.101,3,0.168,0.681,0.828,1
0.307,10,0.169,0.052,4,0.068,0.646,0.956,6
0.642,29,0.803,0.169,1,0.259,0.516,0.175,1
0.585,33,0.222,0.397,3,0.537,0.417,0.128,2
0.386,30,0.287,0.651,1,0.021,0.386,0.222,2
0.77,23,0.159,0.097,2,0.775,0.748,0.794,1
0.698,32,0.23,0.385,3,0.392,0.374,0.189,1
0.724,29,0.472,0.272,1,0.24,0.724,0.781,1
0.645,29,0.184,0.314,1,0.096,0.689,0.931,1
0.531,30,0.687,0.041,1,0.048,0.508,0.456,2
0.716,38,0.779,0.129,1,0.064,0.685,0.908,1
0.464,13,0.264,0.173,3,0.144,0.898,0.828,2
0.329,4,0.136,0.122,3,0.195,0.138,0.286,3
0.586,33,0.375,0.204,3,0.286,0.488,0.008,2
0.488,29,0.617,0.064,1,0.077,0.768,0.883,2
0.584,29,0.792,0.874,1,0.503,0.772,0.731,2
0.736,29,0.592,0.184,1,0.172,0.472,0.133,1
0.634,29,0.364,0.14,1,0.155,0.559,0.206,1
0.535,33,0.353,0.218,3,0.172,0.909,0.764,2
0.277,2,0.16,0.23,3,0.13,0.65,0.539,3
0.466,29,0.11,0.317,1,0.172,0.508,0.383,2
0.552,32,0.35,0.208,3,0.344,0.531,0.053,2
0.69,33,0.266,0.384,3,0.56,0.421,0.108,1
0.46,13,0.212,0.249,3,0,0.752,0.892,6
0.413,10,0.299,0.269,3,0.107,0.547,0.061,6
0.268,10,0.149,0.172,4,0.261,0.634,0.964,6
0.712,38,0.292,0.281,3,0.842,0.622,0.978,7
0.776,38,0.253,0.129,3,0.15,0.591,0.483,7
0.162,10,0.181,0.144,4,0.043,0.307,0.061,3
0.53,24,0.818,0.658,1,0.155,0.787,0.869,2
0.54,29,0.441,0.277,1,0.185,0.618,0.989,2
0.746,23,0.607,0.547,3,0.043,0.496,0.289,7
0.556,31,0.25,0.052,3,0.021,0.591,0.497,1
0.195,10,0.079,0.08,4,0.064,0.492,0.006,6
0.697,31,0.432,0.447,3,0.357,0.677,0.811,1
0.466,20,0.455,0.902,1,0.043,0.563,0.419,2
0.697,39,0.503,0.24,1,0.203,0.677,0.806,1
0.691,40,0.498,0.482,3,0.339,0.724,0.911,7
0.707,29,0.705,0.232,1,0.215,0.571,0.058,1
0.534,29,0.083,0.282,1,0.172,0.402,0.194,2
0.507,20,0.267,0.328,1,0.021,0.598,0.014,2
0.613,22,0.008,0.126,1,0.215,0.488,0.144,1
0.379,12,0.04,0.159,1,0.195,0.476,0.383,2
0.77,38,0.183,0.264,3,0.611,0.614,0.5,7
0.513,29,0.35,0.355,1,0.286,0.579,0.339,2
0.68,22,0.172,0.364,1,0.064,0.465,0.419,1
0.476,33,0.235,0.222,3,0.086,0.413,0.233,5
0.43,12,0.322,0.627,1,0.152,0.622,0.925,2
0.677,22,0.558,0.192,1,0.048,0.65,0.936,1
0.616,29,0.771,0.23,1,0.24,0.433,0.425,2
0.577,32,0.294,0.337,3,0.144,0.429,0.25,2
0.52,29,0.217,0.208,1,0.152,0.433,0.275,2
0.504,13,0.06,0.157,3,0.064,0.516,0.453,5
